feature	factor	value	view
Aliivibrio fischeri	Factor1	-2.1086654521136885e-9	Bacteria metatranscriptome
Alistipes finegoldii	Factor1	-2.0164994951440228e-10	Bacteria metatranscriptome
Alkaliphilus metalliredigens	Factor1	-1.2331131926211143e-9	Bacteria metatranscriptome
Alkalitalea saponilacus	Factor1	-1.4366447526129471e-9	Bacteria metatranscriptome
Alloprevotella sp. E39	Factor1	-4.402984385181325e-9	Bacteria metatranscriptome
Allopseudarcicella aquatilis	Factor1	-1.4402108160539343e-9	Bacteria metatranscriptome
Altererythrobacter sp. B11	Factor1	-7.696993822733731e-10	Bacteria metatranscriptome
Alteromonas sp. RKMC-009	Factor1	-2.1690061555816057e-9	Bacteria metatranscriptome
Anaerococcus mediterraneensis	Factor1	-3.4444709395254968e-9	Bacteria metatranscriptome
Anaerococcus prevotii	Factor1	-4.7398340464220714e-9	Bacteria metatranscriptome
Anaerostipes rhamnosivorans	Factor1	-9.962518214698968e-10	Bacteria metatranscriptome
Ancylobacter pratisalsi	Factor1	-3.963504388360997e-9	Bacteria metatranscriptome
Anseongella ginsenosidimutans	Factor1	-5.130097648260604e-10	Bacteria metatranscriptome
Antarcticibacterium flavum	Factor1	-8.830722763652376e-10	Bacteria metatranscriptome
Aquabacterium olei	Factor1	1.6056704893976123e-8	Bacteria metatranscriptome
Aquisphaera giovannonii	Factor1	-2.2063059720582004e-9	Bacteria metatranscriptome
Arcobacter butzleri	Factor1	-2.594440011064356e-8	Bacteria metatranscriptome
Arenibacter algicola	Factor1	-1.9061328902237824e-10	Bacteria metatranscriptome
Aromatoleum aromaticum	Factor1	-1.4233013820645173e-9	Bacteria metatranscriptome
Arthrobacter crystallopoietes	Factor1	-9.199819343055928e-10	Bacteria metatranscriptome
Asticcacaulis excentricus	Factor1	-3.141868350976815e-9	Bacteria metatranscriptome
Atopobium parvulum	Factor1	-5.1009402962899814e-8	Bacteria metatranscriptome
Azoarcus communis	Factor1	-3.214362559688596e-10	Bacteria metatranscriptome
Azoarcus sp. CIB	Factor1	3.662029538777293e-10	Bacteria metatranscriptome
Azoarcus sp. DD4	Factor1	1.3689642960490174e-10	Bacteria metatranscriptome
Azoarcus sp. KH32C	Factor1	-1.8661440499260983e-11	Bacteria metatranscriptome
Azospirillum brasilense	Factor1	-7.013517753624285e-11	Bacteria metatranscriptome
Azospirillum humicireducens	Factor1	-1.2353093547517518e-10	Bacteria metatranscriptome
Bacillus altitudinis	Factor1	-1.2650041407026849e-9	Bacteria metatranscriptome
Bacillus amyloliquefaciens	Factor1	-3.510242073440042e-10	Bacteria metatranscriptome
Bacillus atrophaeus	Factor1	-6.336811311952261e-8	Bacteria metatranscriptome
Bacillus cereus	Factor1	4.787385714258486e-8	Bacteria metatranscriptome
Bacillus ciccensis	Factor1	-8.806771595770363e-10	Bacteria metatranscriptome
Bacillus coagulans	Factor1	-6.750976770440975e-10	Bacteria metatranscriptome
Bacillus litoralis	Factor1	-9.690172169200973e-10	Bacteria metatranscriptome
Bacillus megaterium	Factor1	-2.2175420232905046e-8	Bacteria metatranscriptome
Bacillus mycoides	Factor1	-3.554485484366587e-9	Bacteria metatranscriptome
Bacillus pseudomycoides	Factor1	-4.3046576786779545e-10	Bacteria metatranscriptome
Bacillus subtilis	Factor1	-6.361339024897318e-10	Bacteria metatranscriptome
Bacillus thuringiensis	Factor1	2.5294314232906306e-8	Bacteria metatranscriptome
Bacillus velezensis	Factor1	-8.657625952501155e-10	Bacteria metatranscriptome
bacterium BFN5	Factor1	-6.490741977823205e-10	Bacteria metatranscriptome
Bacteroidales bacterium CF	Factor1	-2.516223517536425e-9	Bacteria metatranscriptome
Bacteroides caccae	Factor1	-1.0461005531274649e-8	Bacteria metatranscriptome
Bacteroides cellulosilyticus	Factor1	-6.658554287075636e-10	Bacteria metatranscriptome
Bacteroides dorei	Factor1	-3.675045226932783e-8	Bacteria metatranscriptome
Bacteroides fragilis	Factor1	-2.0909127666395313e-8	Bacteria metatranscriptome
Bacteroides heparinolyticus	Factor1	-4.5112901831005286e-9	Bacteria metatranscriptome
Bacteroides intestinalis	Factor1	-3.7216481616866067e-9	Bacteria metatranscriptome
Bacteroides ovatus	Factor1	-4.744041202685727e-10	Bacteria metatranscriptome
Bacteroides salanitronis	Factor1	-2.5371270022196428e-8	Bacteria metatranscriptome
Bacteroides sp. A1C1	Factor1	-1.7749157019051415e-9	Bacteria metatranscriptome
Bacteroides sp. CBA7301	Factor1	-4.206528025082458e-8	Bacteria metatranscriptome
Bacteroides uniformis	Factor1	-2.85992353382173e-9	Bacteria metatranscriptome
Bacteroides vulgatus	Factor1	-3.397254821654615e-8	Bacteria metatranscriptome
Bacteroides zoogleoformans	Factor1	-1.4854864965210163e-8	Bacteria metatranscriptome
Barnesiella viscericola	Factor1	-1.1094271569285352e-8	Bacteria metatranscriptome
Bartonella bacilliformis	Factor1	-2.8374072341725007e-9	Bacteria metatranscriptome
Bdellovibrio bacteriovorus	Factor1	-1.0431762055823882e-9	Bacteria metatranscriptome
Belliella baltica	Factor1	-1.0961748150408894e-9	Bacteria metatranscriptome
Bergeyella cardium	Factor1	-2.3853047738071473e-8	Bacteria metatranscriptome
Bernardetia litoralis	Factor1	-3.842302663791676e-9	Bacteria metatranscriptome
Betaproteobacteria bacterium GR16-43	Factor1	3.4945138947724223e-10	Bacteria metatranscriptome
Bibersteinia trehalosi	Factor1	-1.1006201873318926e-9	Bacteria metatranscriptome
Bifidobacterium asteroides	Factor1	4.884740752156865e-10	Bacteria metatranscriptome
Blastochloris tepida	Factor1	-1.7930816735107742e-11	Bacteria metatranscriptome
Blautia producta	Factor1	-6.392453258178221e-10	Bacteria metatranscriptome
Blautia sp. SC05B48	Factor1	-7.565835418640171e-10	Bacteria metatranscriptome
Bordetella hinzii	Factor1	2.844969780178076e-10	Bacteria metatranscriptome
Bordetella holmesii	Factor1	-3.287287177733595e-8	Bacteria metatranscriptome
Bordetella sp. H567	Factor1	-1.3068148137243223e-10	Bacteria metatranscriptome
Bordetella trematum	Factor1	-1.016729026647258e-9	Bacteria metatranscriptome
Borrelia hermsii	Factor1	1.3734985500153835e-10	Bacteria metatranscriptome
Bosea sp. RAC05	Factor1	2.349089202517793e-10	Bacteria metatranscriptome
Bradymonadales bacterium V1718	Factor1	-2.1856307884072486e-8	Bacteria metatranscriptome
Bradyrhizobiaceae bacterium SG-6C	Factor1	-1.4880832853906605e-8	Bacteria metatranscriptome
Bradyrhizobium diazoefficiens	Factor1	-3.756239071640471e-9	Bacteria metatranscriptome
Bradyrhizobium guangzhouense	Factor1	-8.207239387032697e-11	Bacteria metatranscriptome
Bradyrhizobium oligotrophicum	Factor1	-8.340826201371413e-10	Bacteria metatranscriptome
Bradyrhizobium sp. SK17	Factor1	3.260886931576803e-10	Bacteria metatranscriptome
Brevefilum fermentans	Factor1	-5.630553782620976e-9	Bacteria metatranscriptome
Brevibacillus laterosporus	Factor1	-1.0506218667291398e-9	Bacteria metatranscriptome
Brevibacterium linens	Factor1	-2.200058727795769e-9	Bacteria metatranscriptome
Brochothrix thermosphacta	Factor1	-4.485263467638055e-10	Bacteria metatranscriptome
Buchnera aphidicola	Factor1	-4.782133197641236e-9	Bacteria metatranscriptome
Burkholderia cenocepacia	Factor1	4.036337873949677e-9	Bacteria metatranscriptome
Burkholderia cepacia	Factor1	4.991630632039753e-10	Bacteria metatranscriptome
Burkholderia multivorans	Factor1	2.9885283844287256e-10	Bacteria metatranscriptome
Burkholderia pseudomallei	Factor1	1.810157407275775e-6	Bacteria metatranscriptome
Burkholderia sp. Bp7605	Factor1	2.5076909576113676e-10	Bacteria metatranscriptome
Burkholderia sp. MSMB617WGS	Factor1	-9.294689616811657e-10	Bacteria metatranscriptome
Burkholderia stagnalis	Factor1	6.552483337560869e-10	Bacteria metatranscriptome
Burkholderia thailandensis	Factor1	9.780911471487544e-11	Bacteria metatranscriptome
Burkholderiales bacterium JOSHI_001	Factor1	3.115490535716931e-8	Bacteria metatranscriptome
Butyricimonas faecalis	Factor1	-3.0276361977877205e-9	Bacteria metatranscriptome
Butyrivibrio hungatei	Factor1	-5.455517024551522e-10	Bacteria metatranscriptome
Bythopirellula goksoyri	Factor1	-1.1757344824224774e-9	Bacteria metatranscriptome
Caldilinea aerophila	Factor1	-2.2541696950633616e-10	Bacteria metatranscriptome
Calothrix brevissima	Factor1	-6.818950223317955e-10	Bacteria metatranscriptome
Calothrix sp. 336/3	Factor1	-1.8278698598104257e-10	Bacteria metatranscriptome
Campylobacter concisus	Factor1	-3.204180168332845e-8	Bacteria metatranscriptome
Campylobacter helveticus	Factor1	-1.1205466448655034e-9	Bacteria metatranscriptome
Campylobacter jejuni	Factor1	-9.0548536930525e-10	Bacteria metatranscriptome
Campylobacter showae	Factor1	-3.916892318547723e-9	Bacteria metatranscriptome
Campylobacter sputorum	Factor1	-2.614436431256245e-10	Bacteria metatranscriptome
Candidatus Azobacteroides pseudotrichonymphae	Factor1	-3.821198403089547e-9	Bacteria metatranscriptome
Candidatus Carsonella ruddii	Factor1	-1.616506171236028e-9	Bacteria metatranscriptome
Candidatus Erwinia haradaeae	Factor1	-9.310132237342832e-10	Bacteria metatranscriptome
Candidatus Methylospira mobilis	Factor1	-3.5806099935012086e-10	Bacteria metatranscriptome
Candidatus Nucleicultrix amoebiphila	Factor1	-3.745062091236093e-9	Bacteria metatranscriptome
Candidatus Pelagibacter sp. FZCC0015	Factor1	-4.48400228329612e-9	Bacteria metatranscriptome
Candidatus Promineofilum breve	Factor1	-7.6185199185376e-10	Bacteria metatranscriptome
Candidatus Sodalis pierantonius	Factor1	-1.0656864620312991e-10	Bacteria metatranscriptome
Candidatus Sulcia muelleri	Factor1	-3.9400287588784906e-10	Bacteria metatranscriptome
Candidatus Symbiobacter mobilis	Factor1	1.232710260587141e-9	Bacteria metatranscriptome
Capnocytophaga endodontalis	Factor1	-1.5179993430804701e-9	Bacteria metatranscriptome
Capnocytophaga gingivalis	Factor1	-5.995329034610306e-8	Bacteria metatranscriptome
Capnocytophaga haemolytica	Factor1	-2.428871195967108e-9	Bacteria metatranscriptome
Capnocytophaga leadbetteri	Factor1	-2.2478965898403882e-8	Bacteria metatranscriptome
Capnocytophaga ochracea	Factor1	-1.616009490860257e-9	Bacteria metatranscriptome
Capnocytophaga sp. FDAARGOS_737	Factor1	-1.8611796354994456e-8	Bacteria metatranscriptome
Capnocytophaga sp. oral taxon 878	Factor1	-3.676762662356717e-9	Bacteria metatranscriptome
Capnocytophaga sputigena	Factor1	-3.751619595636243e-8	Bacteria metatranscriptome
Cardiobacterium hominis	Factor1	-2.6068215106445404e-8	Bacteria metatranscriptome
Carnobacterium maltaromaticum	Factor1	-4.300069108453895e-10	Bacteria metatranscriptome
Casimicrobium huifangae	Factor1	2.1287617964574321e-10	Bacteria metatranscriptome
Caulobacter flavus	Factor1	2.0941105941820383e-10	Bacteria metatranscriptome
Caulobacter mirabilis	Factor1	-2.162093107964631e-9	Bacteria metatranscriptome
Caulobacter rhizosphaerae	Factor1	-1.3294869298802109e-10	Bacteria metatranscriptome
Cellulomonas sp. 40-2	Factor1	-2.832953119202274e-10	Bacteria metatranscriptome
Cellulophaga lytica	Factor1	2.7705936135573104e-12	Bacteria metatranscriptome
Chamaesiphon minutus	Factor1	-6.681069444684177e-10	Bacteria metatranscriptome
Chitinolyticbacter meiyuanensis	Factor1	6.688308491292067e-10	Bacteria metatranscriptome
Chloracidobacterium thermophilum	Factor1	-4.612228529848401e-10	Bacteria metatranscriptome
Chlorobaculum tepidum	Factor1	-6.067369522022232e-8	Bacteria metatranscriptome
Chloroflexus aurantiacus	Factor1	-8.762455325015427e-10	Bacteria metatranscriptome
Chondrocystis sp. NIES-4102	Factor1	-7.481836827959057e-10	Bacteria metatranscriptome
Chromobacterium sp. ATCC 53434	Factor1	-1.9048517427778455e-11	Bacteria metatranscriptome
Chryseobacterium indologenes	Factor1	-3.848478072981691e-10	Bacteria metatranscriptome
Chryseobacterium indoltheticum	Factor1	-2.127626043175104e-10	Bacteria metatranscriptome
Chryseobacterium sp. 17S1E7	Factor1	-1.3480709749020062e-9	Bacteria metatranscriptome
Chryseobacterium sp. 6424	Factor1	-5.24840043054542e-10	Bacteria metatranscriptome
Citrobacter sp. TSA-1	Factor1	2.1627114566012324e-10	Bacteria metatranscriptome
Cloacibacterium normanense	Factor1	-7.023440275580223e-9	Bacteria metatranscriptome
Clostridiaceae bacterium 14S0207	Factor1	-4.847811692392381e-10	Bacteria metatranscriptome
Clostridioides difficile	Factor1	-3.8127440948947234e-9	Bacteria metatranscriptome
Clostridium beijerinckii	Factor1	-5.650514183303805e-10	Bacteria metatranscriptome
Clostridium botulinum	Factor1	-2.9382458105370824e-8	Bacteria metatranscriptome
Clostridium butyricum	Factor1	-3.4601802222088883e-10	Bacteria metatranscriptome
Clostridium kluyveri	Factor1	-9.25953601343952e-10	Bacteria metatranscriptome
Clostridium pasteurianum	Factor1	-1.019507394313074e-9	Bacteria metatranscriptome
Clostridium perfringens	Factor1	-2.2651443951640516e-9	Bacteria metatranscriptome
Clostridium saccharobutylicum	Factor1	-6.464752565988225e-10	Bacteria metatranscriptome
Clostridium sp. JN-9	Factor1	-1.941171542356815e-9	Bacteria metatranscriptome
Clostridium tetani	Factor1	-9.425755573686085e-9	Bacteria metatranscriptome
Cohnella abietis	Factor1	-9.371339321653613e-10	Bacteria metatranscriptome
Collimonas arenae	Factor1	8.317094202185299e-10	Bacteria metatranscriptome
Collimonas fungivorans	Factor1	3.6093515440642214e-10	Bacteria metatranscriptome
Colwellia psychrerythraea	Factor1	-1.9868715102001422e-9	Bacteria metatranscriptome
Comamonas aquatica	Factor1	5.70016134879897e-10	Bacteria metatranscriptome
Comamonas kerstersii	Factor1	-6.409137057465836e-9	Bacteria metatranscriptome
Comamonas serinivorans	Factor1	7.737530779440035e-10	Bacteria metatranscriptome
Comamonas sp. NLF-7-7	Factor1	1.8832132435965645e-9	Bacteria metatranscriptome
Comamonas testosteroni	Factor1	-4.227588346541993e-12	Bacteria metatranscriptome
Conexibacter woesei	Factor1	-1.1286124237723836e-9	Bacteria metatranscriptome
Corynebacterium casei	Factor1	-1.0260027656863235e-9	Bacteria metatranscriptome
Corynebacterium kroppenstedtii	Factor1	-6.724911316289374e-9	Bacteria metatranscriptome
Corynebacterium kutscheri	Factor1	-3.4519057025423394e-10	Bacteria metatranscriptome
Corynebacterium matruchotii	Factor1	-6.376808021620255e-9	Bacteria metatranscriptome
Corynebacterium sanguinis	Factor1	-9.296267038322771e-10	Bacteria metatranscriptome
Corynebacterium segmentosum	Factor1	-2.9277540359541593e-9	Bacteria metatranscriptome
Corynebacterium sp. LMM-1652	Factor1	-6.502363973139448e-10	Bacteria metatranscriptome
Corynebacterium sp. NML98-0116	Factor1	-3.770625748903504e-10	Bacteria metatranscriptome
Corynebacterium ureicelerivorans	Factor1	-5.620764056023955e-9	Bacteria metatranscriptome
Crenobacter cavernae	Factor1	8.388144483671629e-11	Bacteria metatranscriptome
Cupriavidus basilensis	Factor1	-1.4193576169808629e-8	Bacteria metatranscriptome
Cupriavidus gilardii	Factor1	-4.994884099666706e-9	Bacteria metatranscriptome
Cupriavidus metallidurans	Factor1	2.9583917309869896e-9	Bacteria metatranscriptome
Cupriavidus necator	Factor1	6.444424439769848e-10	Bacteria metatranscriptome
Cupriavidus oxalaticus	Factor1	-1.0342368645719972e-8	Bacteria metatranscriptome
Cupriavidus pauculus	Factor1	4.746409254961577e-10	Bacteria metatranscriptome
Cupriavidus pinatubonensis	Factor1	4.478661308969869e-10	Bacteria metatranscriptome
Cupriavidus taiwanensis	Factor1	6.324905438506055e-10	Bacteria metatranscriptome
Curtobacterium flaccumfaciens	Factor1	-1.240463462323437e-9	Bacteria metatranscriptome
Curvibacter sp. AEP1-3	Factor1	1.138863945308812e-9	Bacteria metatranscriptome
Cutibacterium acnes	Factor1	1.6656953528967847e-8	Bacteria metatranscriptome
Cutibacterium avidum	Factor1	-3.5374407123401073e-10	Bacteria metatranscriptome
Cutibacterium granulosum	Factor1	-1.1709272895456594e-9	Bacteria metatranscriptome
Cyanobium sp. NIES-981	Factor1	-1.8478756827566666e-8	Bacteria metatranscriptome
Cyanothece sp. PCC 7425	Factor1	-3.5525024213645974e-10	Bacteria metatranscriptome
Dechloromonas aromatica	Factor1	5.660162954936098e-10	Bacteria metatranscriptome
Dechloromonas sp. HYN0024	Factor1	-6.309331026838004e-10	Bacteria metatranscriptome
Delftia tsuruhatensis	Factor1	6.942917448491182e-10	Bacteria metatranscriptome
Denitratisoma sp. DHT3	Factor1	-1.6414318853566127e-10	Bacteria metatranscriptome
Desulfitobacterium hafniense	Factor1	-1.3972268956094698e-9	Bacteria metatranscriptome
Desulfobacter postgatei	Factor1	-8.654572123715303e-10	Bacteria metatranscriptome
Desulfocapsa sulfexigens	Factor1	-3.3535440690331965e-10	Bacteria metatranscriptome
Diaphorobacter polyhydroxybutyrativorans	Factor1	9.183297961043397e-10	Bacteria metatranscriptome
Diaphorobacter sp. HDW4A	Factor1	1.6224661029823956e-9	Bacteria metatranscriptome
Diaphorobacter sp. HDW4B	Factor1	1.0589072551576862e-9	Bacteria metatranscriptome
Dolosigranulum pigrum	Factor1	-7.770504392594371e-9	Bacteria metatranscriptome
Duganella sp. GN2-R2	Factor1	-1.1091340154300732e-9	Bacteria metatranscriptome
Dyadobacter fermentans	Factor1	-6.806102698151794e-10	Bacteria metatranscriptome
Echinicola rosea	Factor1	-4.914030014182055e-10	Bacteria metatranscriptome
Edwardsiella tarda	Factor1	-7.05082343062978e-9	Bacteria metatranscriptome
Eikenella corrodens	Factor1	-9.740221176721688e-9	Bacteria metatranscriptome
Elizabethkingia anophelis	Factor1	-5.140733999686424e-10	Bacteria metatranscriptome
Ensifer adhaerens	Factor1	-3.9052239380326764e-10	Bacteria metatranscriptome
Enterobacter cloacae	Factor1	-1.3269632618889548e-10	Bacteria metatranscriptome
Enterobacter hormaechei	Factor1	-8.323324102421523e-11	Bacteria metatranscriptome
Enterocloster bolteae	Factor1	-9.111461650915984e-10	Bacteria metatranscriptome
Enterococcus cecorum	Factor1	2.6930384628824913e-10	Bacteria metatranscriptome
Enterococcus faecium	Factor1	-4.966572740711406e-10	Bacteria metatranscriptome
Enterococcus mundtii	Factor1	-4.905892732664861e-10	Bacteria metatranscriptome
Entomoplasma freundtii	Factor1	-2.029316727754336e-10	Bacteria metatranscriptome
Epibacterium mobile	Factor1	-1.5057268101266671e-10	Bacteria metatranscriptome
Erwinia persicina	Factor1	-1.986677861617766e-9	Bacteria metatranscriptome
Erysipelothrix larvae	Factor1	-9.187339711693711e-10	Bacteria metatranscriptome
Escherichia coli	Factor1	2.8380239230556256e-7	Bacteria metatranscriptome
Euzebya sp. DY32-46	Factor1	-7.039085822606852e-10	Bacteria metatranscriptome
Fabibacter pacificus	Factor1	-5.873608869975424e-10	Bacteria metatranscriptome
Faecalibacterium prausnitzii	Factor1	-6.2289196657260624e-9	Bacteria metatranscriptome
Faecalibaculum rodentium	Factor1	-5.553432931094274e-10	Bacteria metatranscriptome
Fermentimonas caenicola	Factor1	-6.376773156014231e-9	Bacteria metatranscriptome
Filifactor alocis	Factor1	-5.10444383998804e-10	Bacteria metatranscriptome
Filimonas lacunae	Factor1	-8.811653353842821e-10	Bacteria metatranscriptome
Finegoldia magna	Factor1	-2.09840846069943e-10	Bacteria metatranscriptome
Flagellimonas maritima	Factor1	-1.0029659767050773e-8	Bacteria metatranscriptome
Flammeovirgaceae bacterium 311	Factor1	-2.8179915517777524e-8	Bacteria metatranscriptome
Flavihumibacter sp. SB-02	Factor1	-3.037458395699015e-9	Bacteria metatranscriptome
Flavisolibacter sp. 17J28-1	Factor1	-1.2110517107368482e-9	Bacteria metatranscriptome
