feature	factor	value	view
Actinomyces naeslundii	Factor1	-2.729105416358805e-7	Bacteria metatranscriptome
Actinomyces oris	Factor1	-6.268736188818531e-7	Bacteria metatranscriptome
Actinomyces pacaensis	Factor1	-1.4302977124105846e-4	Bacteria metatranscriptome
Actinomyces radicidentis	Factor1	-8.890645100625652e-7	Bacteria metatranscriptome
Actinomyces slackii	Factor1	-1.7257206730591485e-6	Bacteria metatranscriptome
Actinomyces sp. oral taxon 171	Factor1	-3.7470418644225144e-7	Bacteria metatranscriptome
Actinomyces sp. oral taxon 414	Factor1	-1.270421154616703e-6	Bacteria metatranscriptome
Actinomyces sp. oral taxon 897	Factor1	-3.708947794859321e-6	Bacteria metatranscriptome
Aequorivita sp. H23M31	Factor1	-9.084973754315767e-7	Bacteria metatranscriptome
Aerococcus sanguinicola	Factor1	-1.3711213283616459e-5	Bacteria metatranscriptome
Aeromonas salmonicida	Factor1	-2.022416924593019e-7	Bacteria metatranscriptome
Aeromonas veronii	Factor1	-4.1727695979080527e-4	Bacteria metatranscriptome
Aggregatibacter actinomycetemcomitans	Factor1	-4.319041468625026e-5	Bacteria metatranscriptome
Aggregatibacter aphrophilus	Factor1	-3.032732937271755e-4	Bacteria metatranscriptome
Aggregatibacter segnis	Factor1	-1.7036502794342623e-4	Bacteria metatranscriptome
Agrobacterium vitis	Factor1	-5.777345443980392e-4	Bacteria metatranscriptome
Alcanivorax sp. N3-2A	Factor1	-4.044123960397926e-5	Bacteria metatranscriptome
Algibacter alginicilyticus	Factor1	-1.8041587153334842e-6	Bacteria metatranscriptome
Algibacter sp. L1A34	Factor1	-1.6443922468973604e-7	Bacteria metatranscriptome
Algoriphagus sanaruensis	Factor1	-4.403564215247357e-7	Bacteria metatranscriptome
Alicycliphilus denitrificans	Factor1	3.076804767638187e-5	Bacteria metatranscriptome
Aliivibrio fischeri	Factor1	-4.098703943423331e-5	Bacteria metatranscriptome
Aliivibrio salmonicida	Factor1	-6.008295731792923e-7	Bacteria metatranscriptome
Alistipes finegoldii	Factor1	-2.643400359532425e-7	Bacteria metatranscriptome
Alistipes megaguti	Factor1	-4.465805720517646e-7	Bacteria metatranscriptome
Alkaliphilus metalliredigens	Factor1	-1.608987574572436e-6	Bacteria metatranscriptome
Alkalitalea saponilacus	Factor1	-1.933464202251414e-6	Bacteria metatranscriptome
Alloprevotella sp. E39	Factor1	-4.684520465539179e-5	Bacteria metatranscriptome
Allopseudarcicella aquatilis	Factor1	-1.674783770164887e-6	Bacteria metatranscriptome
Altererythrobacter sp. B11	Factor1	-6.898112294700834e-7	Bacteria metatranscriptome
Alteromonas sp. RKMC-009	Factor1	-9.855076035317151e-6	Bacteria metatranscriptome
Amphibacillus xylanus	Factor1	1.05592231886754e-6	Bacteria metatranscriptome
Anabaena cylindrica	Factor1	-2.5006622310581816e-7	Bacteria metatranscriptome
Anaerococcus mediterraneensis	Factor1	-4.872705284635583e-6	Bacteria metatranscriptome
Anaerococcus prevotii	Factor1	-7.512433249776169e-6	Bacteria metatranscriptome
Anaerocolumna sp. CBA3638	Factor1	-1.0569395110636133e-6	Bacteria metatranscriptome
Anaerostipes hadrus	Factor1	-4.279126773838104e-6	Bacteria metatranscriptome
Anaerostipes rhamnosivorans	Factor1	-1.349787444814948e-6	Bacteria metatranscriptome
Anaerotignum propionicum	Factor1	-3.1103700173484855e-7	Bacteria metatranscriptome
Ancylobacter pratisalsi	Factor1	-8.782049299078054e-6	Bacteria metatranscriptome
Anseongella ginsenosidimutans	Factor1	-4.436625904462219e-7	Bacteria metatranscriptome
Antarcticibacterium flavum	Factor1	-1.8772370610882651e-6	Bacteria metatranscriptome
Apibacter sp. HY041	Factor1	-9.779617638185878e-7	Bacteria metatranscriptome
Aquabacterium olei	Factor1	4.918648544713761e-5	Bacteria metatranscriptome
Aquicella lusitana	Factor1	-7.823884735939818e-7	Bacteria metatranscriptome
Aquiflexum balticum	Factor1	-3.039162519797588e-7	Bacteria metatranscriptome
Aquimarina sp. AD10	Factor1	-1.3120374597715046e-6	Bacteria metatranscriptome
Arachidicoccus sp. B3-10	Factor1	-2.897546059150253e-7	Bacteria metatranscriptome
Arachidicoccus sp. KIS59-12	Factor1	-8.682526487799114e-7	Bacteria metatranscriptome
Arcobacter butzleri	Factor1	-4.169787070205799e-4	Bacteria metatranscriptome
Arcobacter molluscorum	Factor1	-4.1886578388193843e-7	Bacteria metatranscriptome
Arenibacter algicola	Factor1	-1.7335031119003678e-7	Bacteria metatranscriptome
Aromatoleum aromaticum	Factor1	-1.8710132744037315e-6	Bacteria metatranscriptome
Arsenophonus nasoniae	Factor1	-3.9614704504492333e-7	Bacteria metatranscriptome
Arthrobacter crystallopoietes	Factor1	-7.293447165587077e-7	Bacteria metatranscriptome
Arthrobacter sp. PAMC25564	Factor1	-1.3455864819864217e-7	Bacteria metatranscriptome
Asticcacaulis excentricus	Factor1	-7.008285398057464e-6	Bacteria metatranscriptome
Atopobium parvulum	Factor1	-5.517102796674625e-4	Bacteria metatranscriptome
Avibacterium paragallinarum	Factor1	-4.926373722380195e-7	Bacteria metatranscriptome
Azoarcus communis	Factor1	-2.967777576974928e-7	Bacteria metatranscriptome
Azoarcus sp. DD4	Factor1	6.171531364686897e-8	Bacteria metatranscriptome
Azoarcus sp. KH32C	Factor1	-3.302236585312449e-8	Bacteria metatranscriptome
Azospirillum brasilense	Factor1	-2.867556097495078e-8	Bacteria metatranscriptome
Bacillus altitudinis	Factor1	-1.60511756374107e-6	Bacteria metatranscriptome
Bacillus amyloliquefaciens	Factor1	-3.480910534706322e-7	Bacteria metatranscriptome
Bacillus atrophaeus	Factor1	-9.161833554025906e-4	Bacteria metatranscriptome
Bacillus cereus	Factor1	-4.266916743636574e-5	Bacteria metatranscriptome
Bacillus ciccensis	Factor1	-1.2074314995447914e-6	Bacteria metatranscriptome
Bacillus circulans	Factor1	-5.297676413939668e-7	Bacteria metatranscriptome
Bacillus coagulans	Factor1	-6.223372819516315e-7	Bacteria metatranscriptome
Bacillus gobiensis	Factor1	-4.010265534073641e-7	Bacteria metatranscriptome
Bacillus kochii	Factor1	-4.1229052583768445e-7	Bacteria metatranscriptome
Bacillus litoralis	Factor1	-9.446553930336312e-7	Bacteria metatranscriptome
Bacillus megaterium	Factor1	-3.5273765638101285e-5	Bacteria metatranscriptome
Bacillus mycoides	Factor1	-1.0578457296188871e-5	Bacteria metatranscriptome
Bacillus pseudomycoides	Factor1	-4.536609035570674e-7	Bacteria metatranscriptome
Bacillus pumilus	Factor1	-1.7649950599864483e-7	Bacteria metatranscriptome
Bacillus simplex	Factor1	-3.1680384634353434e-7	Bacteria metatranscriptome
Bacillus sp. 1NLA3E	Factor1	-6.823665791902626e-7	Bacteria metatranscriptome
Bacillus subtilis	Factor1	-5.453782349992083e-7	Bacteria metatranscriptome
Bacillus thuringiensis	Factor1	1.9664236000431487e-4	Bacteria metatranscriptome
Bacillus velezensis	Factor1	-7.839993879384716e-7	Bacteria metatranscriptome
Bacteriovorax stolpii	Factor1	-4.1732489264745557e-7	Bacteria metatranscriptome
bacterium BFN5	Factor1	-6.323781658630437e-7	Bacteria metatranscriptome
Bacteroidales bacterium CF	Factor1	-6.1728247998322915e-6	Bacteria metatranscriptome
Bacteroides caccae	Factor1	-8.204117776395358e-5	Bacteria metatranscriptome
Bacteroides cellulosilyticus	Factor1	-5.93385604668314e-7	Bacteria metatranscriptome
Bacteroides coprosuis	Factor1	-2.960039920460705e-7	Bacteria metatranscriptome
Bacteroides dorei	Factor1	-3.9513839147676947e-4	Bacteria metatranscriptome
Bacteroides fragilis	Factor1	-9.816375718385997e-5	Bacteria metatranscriptome
Bacteroides helcogenes	Factor1	-5.588773426484172e-7	Bacteria metatranscriptome
Bacteroides heparinolyticus	Factor1	-2.036062434433109e-5	Bacteria metatranscriptome
Bacteroides intestinalis	Factor1	-8.388165838611676e-6	Bacteria metatranscriptome
Bacteroides ovatus	Factor1	-3.7993038327029076e-7	Bacteria metatranscriptome
Bacteroides salanitronis	Factor1	-3.7146712182099806e-4	Bacteria metatranscriptome
Bacteroides sp. A1C1	Factor1	-3.945720351075237e-6	Bacteria metatranscriptome
Bacteroides sp. CBA7301	Factor1	-5.773174437165363e-4	Bacteria metatranscriptome
Bacteroides thetaiotaomicron	Factor1	-6.957318935747444e-7	Bacteria metatranscriptome
Bacteroides uniformis	Factor1	-4.482145394258211e-6	Bacteria metatranscriptome
Bacteroides vulgatus	Factor1	-3.043569722238412e-4	Bacteria metatranscriptome
Bacteroides zoogleoformans	Factor1	-1.040796829646401e-4	Bacteria metatranscriptome
Barnesiella viscericola	Factor1	-1.1135182817084973e-4	Bacteria metatranscriptome
Bartonella bacilliformis	Factor1	-1.1207795833786166e-5	Bacteria metatranscriptome
Bdellovibrio bacteriovorus	Factor1	-1.762011504606466e-6	Bacteria metatranscriptome
Bdellovibrio exovorus	Factor1	-1.3453461159480755e-6	Bacteria metatranscriptome
Belliella baltica	Factor1	-1.6859096601060287e-6	Bacteria metatranscriptome
Bergeyella cardium	Factor1	-9.916302503162598e-5	Bacteria metatranscriptome
Bernardetia litoralis	Factor1	-1.3672825031150049e-5	Bacteria metatranscriptome
Betaproteobacteria bacterium GR16-43	Factor1	2.1801961514028522e-7	Bacteria metatranscriptome
Bibersteinia trehalosi	Factor1	-1.4973274822360543e-6	Bacteria metatranscriptome
Bifidobacterium asteroides	Factor1	3.1238623393972736e-7	Bacteria metatranscriptome
Bifidobacterium longum	Factor1	-1.4312789818118968e-6	Bacteria metatranscriptome
Blastochloris tepida	Factor1	-5.8401341986279295e-8	Bacteria metatranscriptome
Blautia producta	Factor1	-5.613332237106784e-7	Bacteria metatranscriptome
Blautia sp. N6H1-15	Factor1	-3.319624978139164e-7	Bacteria metatranscriptome
Blautia sp. SC05B48	Factor1	-7.828330321519714e-7	Bacteria metatranscriptome
Bordetella hinzii	Factor1	2.397540968667619e-7	Bacteria metatranscriptome
Bordetella holmesii	Factor1	-1.4121245611780018e-4	Bacteria metatranscriptome
Bordetella sp. H567	Factor1	-1.1865380284543722e-7	Bacteria metatranscriptome
Bordetella trematum	Factor1	-1.1327936212053685e-6	Bacteria metatranscriptome
Borrelia hermsii	Factor1	-1.3780142840119135e-7	Bacteria metatranscriptome
Brachyspira pilosicoli	Factor1	-3.304558197217607e-7	Bacteria metatranscriptome
Bradymonadales bacterium V1718	Factor1	-3.608611379697387e-4	Bacteria metatranscriptome
Bradyrhizobiaceae bacterium SG-6C	Factor1	-3.3170024127966466e-5	Bacteria metatranscriptome
Bradyrhizobium diazoefficiens	Factor1	-1.2739424671018333e-5	Bacteria metatranscriptome
Bradyrhizobium guangzhouense	Factor1	-1.262226465427475e-7	Bacteria metatranscriptome
Bradyrhizobium oligotrophicum	Factor1	-1.0434362545966454e-6	Bacteria metatranscriptome
Bradyrhizobium sp. SK17	Factor1	2.148475160970213e-7	Bacteria metatranscriptome
Brevefilum fermentans	Factor1	-4.0251364009857966e-5	Bacteria metatranscriptome
Brevibacillus brevis	Factor1	-3.904640535090385e-7	Bacteria metatranscriptome
Brevibacillus laterosporus	Factor1	-1.1060993928283182e-6	Bacteria metatranscriptome
Brevibacterium linens	Factor1	-3.3904565727526527e-6	Bacteria metatranscriptome
Brochothrix thermosphacta	Factor1	-3.7005654368975997e-7	Bacteria metatranscriptome
Buchnera aphidicola	Factor1	-1.6264046870448043e-5	Bacteria metatranscriptome
Burkholderia cepacia	Factor1	3.1091154725536463e-7	Bacteria metatranscriptome
Burkholderia multivorans	Factor1	2.1410711811859563e-7	Bacteria metatranscriptome
Burkholderia pseudomallei	Factor1	-2.7959150681405485e-5	Bacteria metatranscriptome
Burkholderia sp. MSMB617WGS	Factor1	-1.0715132200553046e-6	Bacteria metatranscriptome
Burkholderia thailandensis	Factor1	6.85951155152788e-8	Bacteria metatranscriptome
Burkholderiales bacterium JOSHI_001	Factor1	1.19228109104758e-4	Bacteria metatranscriptome
Butyricimonas faecalis	Factor1	-1.397600384117247e-5	Bacteria metatranscriptome
Butyrivibrio fibrisolvens	Factor1	-5.5954043208423305e-6	Bacteria metatranscriptome
Butyrivibrio hungatei	Factor1	-5.051924605301344e-7	Bacteria metatranscriptome
Butyrivibrio proteoclasticus	Factor1	-2.8470079094004617e-7	Bacteria metatranscriptome
Bythopirellula goksoyri	Factor1	-1.7280297341196285e-6	Bacteria metatranscriptome
Caldilinea aerophila	Factor1	-2.3577963804617833e-7	Bacteria metatranscriptome
Calditerrivibrio nitroreducens	Factor1	-2.293085552140297e-6	Bacteria metatranscriptome
Calothrix brevissima	Factor1	-1.0536210476676678e-6	Bacteria metatranscriptome
Calothrix sp. 336/3	Factor1	-2.610192726796375e-7	Bacteria metatranscriptome
Campylobacter concisus	Factor1	-3.724874978098778e-4	Bacteria metatranscriptome
Campylobacter gracilis	Factor1	-1.5558336928793604e-5	Bacteria metatranscriptome
Campylobacter helveticus	Factor1	-1.3260314399543902e-6	Bacteria metatranscriptome
Campylobacter jejuni	Factor1	-1.0811424824253084e-6	Bacteria metatranscriptome
Campylobacter pinnipediorum	Factor1	-2.575776924151242e-7	Bacteria metatranscriptome
Campylobacter showae	Factor1	-1.1776615488937969e-5	Bacteria metatranscriptome
Campylobacter sputorum	Factor1	-2.543554263432467e-7	Bacteria metatranscriptome
Candidatus Azobacteroides pseudotrichonymphae	Factor1	-1.4334445322588406e-5	Bacteria metatranscriptome
Candidatus Baumannia cicadellinicola	Factor1	-4.64027435860715e-7	Bacteria metatranscriptome
Candidatus Carsonella ruddii	Factor1	-3.3313622915875432e-6	Bacteria metatranscriptome
Candidatus Erwinia haradaeae	Factor1	-1.0154532204890817e-6	Bacteria metatranscriptome
Candidatus Fokinia solitaria	Factor1	-4.916062438743691e-7	Bacteria metatranscriptome
Candidatus Gullanella endobia	Factor1	-3.966902329062286e-5	Bacteria metatranscriptome
Candidatus Methylopumilus universalis	Factor1	-4.61411830439986e-7	Bacteria metatranscriptome
Candidatus Methylospira mobilis	Factor1	-3.8442123111658314e-7	Bacteria metatranscriptome
Candidatus Nucleicultrix amoebiphila	Factor1	-1.8773663244796643e-5	Bacteria metatranscriptome
Candidatus Pelagibacter sp. FZCC0015	Factor1	-2.6504952102141565e-5	Bacteria metatranscriptome
Candidatus Promineofilum breve	Factor1	-1.0270771653121786e-6	Bacteria metatranscriptome
Candidatus Saccharibacteria bacterium YM_S32_TM7_5	Factor1	-1.6764789928786357e-6	Bacteria metatranscriptome
Candidatus Saccharimonas aalborgensis	Factor1	-3.262587011624432e-6	Bacteria metatranscriptome
Candidatus Sneabacter namystus	Factor1	-2.7997114592954037e-7	Bacteria metatranscriptome
Candidatus Sodalis pierantonius	Factor1	-3.503932079151614e-7	Bacteria metatranscriptome
Candidatus Sulcia muelleri	Factor1	-4.4103135894882e-7	Bacteria metatranscriptome
Candidatus Symbiobacter mobilis	Factor1	1.1280455145176383e-6	Bacteria metatranscriptome
Capnocytophaga endodontalis	Factor1	-1.7721275633709997e-6	Bacteria metatranscriptome
Capnocytophaga gingivalis	Factor1	-8.099552599862708e-4	Bacteria metatranscriptome
Capnocytophaga haemolytica	Factor1	-4.470910246541717e-6	Bacteria metatranscriptome
Capnocytophaga leadbetteri	Factor1	-8.780419329066998e-5	Bacteria metatranscriptome
Capnocytophaga ochracea	Factor1	-2.2238250230822567e-6	Bacteria metatranscriptome
Capnocytophaga sp. FDAARGOS_737	Factor1	-5.832889281831508e-5	Bacteria metatranscriptome
Capnocytophaga sp. oral taxon 878	Factor1	-8.555173742590563e-6	Bacteria metatranscriptome
Capnocytophaga sputigena	Factor1	-2.5364564876632e-4	Bacteria metatranscriptome
Capnocytophaga stomatis	Factor1	-4.3678225394705107e-7	Bacteria metatranscriptome
Cardiobacterium hominis	Factor1	-1.4364831011448844e-4	Bacteria metatranscriptome
Carnobacterium maltaromaticum	Factor1	-3.5024749677425474e-7	Bacteria metatranscriptome
Casimicrobium huifangae	Factor1	8.514240905955451e-8	Bacteria metatranscriptome
Caulobacter flavus	Factor1	8.637516295648066e-8	Bacteria metatranscriptome
Caulobacter mirabilis	Factor1	-2.7239803424623556e-6	Bacteria metatranscriptome
Caulobacter rhizosphaerae	Factor1	-2.0741176448200364e-7	Bacteria metatranscriptome
Caulobacter sp. Ji-3-8	Factor1	-7.892763520993184e-8	Bacteria metatranscriptome
Cellulomonas sp. 40-2	Factor1	-2.405446985500012e-7	Bacteria metatranscriptome
Cellulophaga lytica	Factor1	-2.4017942914450495e-7	Bacteria metatranscriptome
Chamaesiphon minutus	Factor1	-7.631362059672475e-7	Bacteria metatranscriptome
Chitinophaga sp. H33E-04	Factor1	-3.980331862180417e-7	Bacteria metatranscriptome
Chitinophaga sp. MD30	Factor1	-4.418391980910473e-7	Bacteria metatranscriptome
Chitinophaga sp. XS-30	Factor1	-9.834425618858679e-8	Bacteria metatranscriptome
Chloracidobacterium thermophilum	Factor1	-5.35300309578892e-7	Bacteria metatranscriptome
Chlorobaculum parvum	Factor1	-1.136299353624672e-6	Bacteria metatranscriptome
Chlorobaculum tepidum	Factor1	-9.90214078518158e-4	Bacteria metatranscriptome
Chloroflexus aurantiacus	Factor1	-9.951078054077587e-7	Bacteria metatranscriptome
Chondrocystis sp. NIES-4102	Factor1	-7.284294173706599e-7	Bacteria metatranscriptome
Chromobacterium violaceum	Factor1	3.0140493698125097e-8	Bacteria metatranscriptome
Chryseobacterium camelliae	Factor1	-6.278746087385698e-6	Bacteria metatranscriptome
Chryseobacterium gleum	Factor1	-4.583255981526266e-7	Bacteria metatranscriptome
Chryseobacterium indologenes	Factor1	-4.3062566693274933e-7	Bacteria metatranscriptome
Chryseobacterium piperi	Factor1	-4.508569358734264e-7	Bacteria metatranscriptome
Chryseobacterium shandongense	Factor1	-1.0500849428684721e-6	Bacteria metatranscriptome
Chryseobacterium sp.	Factor1	-2.801701902186919e-7	Bacteria metatranscriptome
Chryseobacterium sp. 17S1E7	Factor1	-1.8121568628051715e-6	Bacteria metatranscriptome
Chryseobacterium sp. 6424	Factor1	-6.288824632190028e-7	Bacteria metatranscriptome
Chryseobacterium sp. POL2	Factor1	-3.893373706987135e-7	Bacteria metatranscriptome
Chryseolinea soli	Factor1	-4.96406999971526e-7	Bacteria metatranscriptome
Citrobacter sp. TSA-1	Factor1	1.1834819694944647e-07	Bacteria metatranscriptome
Cloacibacterium normanense	Factor1	-1.5657146121401335e-5	Bacteria metatranscriptome
Clostridiaceae bacterium 14S0207	Factor1	-5.325518724117085e-7	Bacteria metatranscriptome
Clostridioides difficile	Factor1	-1.1726115984513827e-5	Bacteria metatranscriptome
Clostridium aceticum	Factor1	-3.8276128486936314e-7	Bacteria metatranscriptome
Clostridium acetobutylicum	Factor1	-2.7605737338340083e-7	Bacteria metatranscriptome
Clostridium argentinense	Factor1	-5.24065027268501e-7	Bacteria metatranscriptome
Clostridium beijerinckii	Factor1	-7.264205068698898e-7	Bacteria metatranscriptome
Clostridium botulinum	Factor1	-2.852874218022036e-4	Bacteria metatranscriptome
Clostridium butyricum	Factor1	-3.729028897566946e-7	Bacteria metatranscriptome
Clostridium estertheticum	Factor1	-2.4014886149514416e-7	Bacteria metatranscriptome
Clostridium kluyveri	Factor1	-1.0493173140899144e-6	Bacteria metatranscriptome
Clostridium novyi	Factor1	-3.6477767704524835e-7	Bacteria metatranscriptome
