feature	factor	value	view
Acidianus sulfidivorans	Factor2	-1.6347730507511596e-5	Archaea metatranscriptome
Acidilobus saccharovorans	Factor2	-2.7213066961008622e-5	Archaea metatranscriptome
Candidatus Methanomassiliicoccus intestinalis	Factor2	-6.498558038888261e-6	Archaea metatranscriptome
Candidatus Nitrosocosmicus exaquare	Factor2	-4.772738489544884e-6	Archaea metatranscriptome
Candidatus Nitrosopelagicus brevis	Factor2	4.3656452927084527e-4	Archaea metatranscriptome
Candidatus Nitrosotalea devanaterra	Factor2	2.052258726912311e-6	Archaea metatranscriptome
Candidatus Prometheoarchaeum syntrophicum	Factor2	-3.4283235426349365e-5	Archaea metatranscriptome
Halobiforma lacisalsi	Factor2	-7.172922983909665e-6	Archaea metatranscriptome
Metallosphaera hakonensis	Factor2	-3.521026329919033e-5	Archaea metatranscriptome
Methanobrevibacter ruminantium	Factor2	-3.809172796870574e-6	Archaea metatranscriptome
Methanocaldococcus sp. FS406-22	Factor2	-1.7188891822067357e-6	Archaea metatranscriptome
Methanohalophilus portucalensis	Factor2	-2.941995869483998e-4	Archaea metatranscriptome
Methanosalsum zhilinae	Factor2	-1.1607670059203073e-5	Archaea metatranscriptome
Methanosarcina barkeri	Factor2	-1.8247703452130713e-4	Archaea metatranscriptome
Methanosarcina lacustris	Factor2	-1.2723846572909397e-5	Archaea metatranscriptome
Methanosarcina mazei	Factor2	-3.7690902024586487e-6	Archaea metatranscriptome
Natrialba magadii	Factor2	8.281911632533869e-6	Archaea metatranscriptome
Nitrososphaera viennensis	Factor2	-1.4143116003742426e-6	Archaea metatranscriptome
Pyrolobus fumarii	Factor2	4.251978449940523e-5	Archaea metatranscriptome
Salinigranum rubrum	Factor2	-6.776920382740739e-6	Archaea metatranscriptome
Sulfodiicoccus acidiphilus	Factor2	-1.0275711074606053e-5	Archaea metatranscriptome
Sulfolobus acidocaldarius	Factor2	-3.6913075192142975e-4	Archaea metatranscriptome
Sulfolobus sp. S-194	Factor2	-7.892571688697495e-6	Archaea metatranscriptome
Thermococcus barophilus	Factor2	1.317726621938021e-6	Archaea metatranscriptome
Thermococcus litoralis	Factor2	-7.45420147447183e-6	Archaea metatranscriptome
Thermofilum uzonense	Factor2	-3.076549914598178e-6	Archaea metatranscriptome
Acidianus sulfidivorans	Factor3	1.0745513483306669e-5	Archaea metatranscriptome
Acidilobus saccharovorans	Factor3	7.994330926680097e-6	Archaea metatranscriptome
Candidatus Methanomassiliicoccus intestinalis	Factor3	6.382438312014304e-6	Archaea metatranscriptome
Candidatus Nitrosocosmicus exaquare	Factor3	7.811755065199453e-5	Archaea metatranscriptome
Candidatus Nitrosopelagicus brevis	Factor3	-9.342387613390107e-4	Archaea metatranscriptome
Candidatus Nitrosotalea devanaterra	Factor3	-5.262060695452039e-7	Archaea metatranscriptome
Candidatus Prometheoarchaeum syntrophicum	Factor3	1.2060033509128052e-4	Archaea metatranscriptome
Halobiforma lacisalsi	Factor3	1.8417330165804324e-5	Archaea metatranscriptome
Metallosphaera hakonensis	Factor3	4.595258774838756e-6	Archaea metatranscriptome
Methanobrevibacter ruminantium	Factor3	5.50290067428324e-6	Archaea metatranscriptome
Methanocaldococcus sp. FS406-22	Factor3	1.2962954867597281e-6	Archaea metatranscriptome
Methanohalophilus portucalensis	Factor3	-3.610653059117815e-4	Archaea metatranscriptome
Methanosalsum zhilinae	Factor3	1.0855270582559416e-5	Archaea metatranscriptome
Methanosarcina barkeri	Factor3	5.118789951931765e-4	Archaea metatranscriptome
Methanosarcina lacustris	Factor3	0.0015449616902719146	Archaea metatranscriptome
Methanosarcina mazei	Factor3	2.761801380857058e-6	Archaea metatranscriptome
Natrialba magadii	Factor3	-1.9931494892292083e-6	Archaea metatranscriptome
Nitrososphaera viennensis	Factor3	9.216350536737683e-5	Archaea metatranscriptome
Pyrolobus fumarii	Factor3	1.270064889746416e-4	Archaea metatranscriptome
Salinigranum rubrum	Factor3	5.193193013632946e-6	Archaea metatranscriptome
Sulfodiicoccus acidiphilus	Factor3	6.661044549416368e-6	Archaea metatranscriptome
Sulfolobus acidocaldarius	Factor3	2.456919071992863e-4	Archaea metatranscriptome
Sulfolobus sp. S-194	Factor3	1.5952581035296715e-5	Archaea metatranscriptome
Thermococcus barophilus	Factor3	2.325957581489282e-6	Archaea metatranscriptome
Thermococcus litoralis	Factor3	1.259488043670419e-5	Archaea metatranscriptome
Thermofilum uzonense	Factor3	6.33385776712543e-5	Archaea metatranscriptome
Acidianus sulfidivorans	Factor4	2.1066154969347616e-7	Archaea metatranscriptome
Acidilobus saccharovorans	Factor4	2.7480534739736864e-7	Archaea metatranscriptome
Candidatus Methanomassiliicoccus intestinalis	Factor4	6.777948134589084e-8	Archaea metatranscriptome
Candidatus Nitrosocosmicus exaquare	Factor4	5.895150154706183e-7	Archaea metatranscriptome
Candidatus Nitrosopelagicus brevis	Factor4	4.272625670315722	Archaea metatranscriptome
Candidatus Nitrosotalea devanaterra	Factor4	4.114046413373779e-8	Archaea metatranscriptome
Candidatus Prometheoarchaeum syntrophicum	Factor4	2.326375766654907e-5	Archaea metatranscriptome
Halobiforma lacisalsi	Factor4	4.03205441943764e-7	Archaea metatranscriptome
Metallosphaera hakonensis	Factor4	7.37198195975857e-7	Archaea metatranscriptome
Methanobrevibacter ruminantium	Factor4	9.904483058268515e-8	Archaea metatranscriptome
Methanocaldococcus sp. FS406-22	Factor4	2.7999843698146977e-8	Archaea metatranscriptome
Methanohalophilus portucalensis	Factor4	0.05431698156412816	Archaea metatranscriptome
Methanosalsum zhilinae	Factor4	1.824482304576787e-7	Archaea metatranscriptome
Methanosarcina barkeri	Factor4	9.81399799487912e-6	Archaea metatranscriptome
Methanosarcina lacustris	Factor4	2.3933877070685393e-5	Archaea metatranscriptome
Methanosarcina mazei	Factor4	3.270276049763863e-8	Archaea metatranscriptome
Natrialba magadii	Factor4	1.5779650322407604e-8	Archaea metatranscriptome
Nitrososphaera viennensis	Factor4	4.96976359754501e-7	Archaea metatranscriptome
Pyrolobus fumarii	Factor4	7.026548702586509e-7	Archaea metatranscriptome
Salinigranum rubrum	Factor4	4.210612063591382e-7	Archaea metatranscriptome
Sulfodiicoccus acidiphilus	Factor4	5.099686497831857e-7	Archaea metatranscriptome
Sulfolobus acidocaldarius	Factor4	4.744011439382912e-6	Archaea metatranscriptome
Sulfolobus sp. S-194	Factor4	9.039976894601343e-8	Archaea metatranscriptome
Thermococcus barophilus	Factor4	3.4884082095528915e-8	Archaea metatranscriptome
Thermococcus litoralis	Factor4	1.4731975482792185e-7	Archaea metatranscriptome
Thermofilum uzonense	Factor4	8.312584347987404e-7	Archaea metatranscriptome
Acidianus sulfidivorans	Factor5	1.1715271436927838e-5	Archaea metatranscriptome
Acidilobus saccharovorans	Factor5	6.900363981535271e-7	Archaea metatranscriptome
Candidatus Methanomassiliicoccus intestinalis	Factor5	2.262443553151126e-6	Archaea metatranscriptome
Candidatus Nitrosocosmicus exaquare	Factor5	2.101564361590432e-5	Archaea metatranscriptome
Candidatus Nitrosopelagicus brevis	Factor5	8.622345940031994e-4	Archaea metatranscriptome
Candidatus Nitrosotalea devanaterra	Factor5	-2.063503761275107e-7	Archaea metatranscriptome
Candidatus Prometheoarchaeum syntrophicum	Factor5	1.9143408147976855e-5	Archaea metatranscriptome
Halobiforma lacisalsi	Factor5	4.130298504411441e-6	Archaea metatranscriptome
Metallosphaera hakonensis	Factor5	9.464517847279522e-6	Archaea metatranscriptome
Methanobrevibacter ruminantium	Factor5	5.150692509362045e-6	Archaea metatranscriptome
Methanocaldococcus sp. FS406-22	Factor5	1.4709022926483423e-6	Archaea metatranscriptome
Methanohalophilus portucalensis	Factor5	0.05060455720499901	Archaea metatranscriptome
Methanosalsum zhilinae	Factor5	4.492885498610738e-6	Archaea metatranscriptome
Methanosarcina barkeri	Factor5	8.295611515218433e-5	Archaea metatranscriptome
Methanosarcina lacustris	Factor5	9.481341195566129e-6	Archaea metatranscriptome
Methanosarcina mazei	Factor5	1.1226262656963726e-6	Archaea metatranscriptome
Natrialba magadii	Factor5	-1.5162789999642148e-6	Archaea metatranscriptome
Nitrososphaera viennensis	Factor5	2.9077530392525525e-6	Archaea metatranscriptome
Pyrolobus fumarii	Factor5	2.9820587659289627e-5	Archaea metatranscriptome
Salinigranum rubrum	Factor5	6.041782234214285e-6	Archaea metatranscriptome
Sulfodiicoccus acidiphilus	Factor5	4.045338961563335e-6	Archaea metatranscriptome
Sulfolobus acidocaldarius	Factor5	6.817563218201242e-6	Archaea metatranscriptome
Sulfolobus sp. S-194	Factor5	3.6748402149056518e-6	Archaea metatranscriptome
Thermococcus barophilus	Factor5	1.1969203464066053e-6	Archaea metatranscriptome
Thermococcus litoralis	Factor5	3.056272590554301e-6	Archaea metatranscriptome
Thermofilum uzonense	Factor5	6.494125955277278e-5	Archaea metatranscriptome
[Brevibacterium] frigoritolerans	Factor1	-5.6465736704640104e-6	Bacteria metatranscriptome
[Eubacterium] sulci	Factor1	-2.2448676359705567e-5	Bacteria metatranscriptome
Acaryochloris marina	Factor1	-1.8288873274858264e-5	Bacteria metatranscriptome
Acetobacter persici	Factor1	-1.4093048981670308e-5	Bacteria metatranscriptome
Acetobacterium woodii	Factor1	3.684877159539716e-6	Bacteria metatranscriptome
Achromobacter xylosoxidans	Factor1	-1.0392191036997102e-5	Bacteria metatranscriptome
Acidithiobacillus caldus	Factor1	-1.8333395874791792e-5	Bacteria metatranscriptome
Acidithiobacillus thiooxidans	Factor1	-1.7095396919279296e-5	Bacteria metatranscriptome
Acidovorax avenae	Factor1	-1.3037721210798919e-5	Bacteria metatranscriptome
Acidovorax carolinensis	Factor1	-4.3382413500866156e-6	Bacteria metatranscriptome
Acidovorax citrulli	Factor1	-2.8453824990590464e-5	Bacteria metatranscriptome
Acidovorax sp. KKS102	Factor1	-2.9571355757687275e-5	Bacteria metatranscriptome
Acinetobacter baumannii	Factor1	-2.37064520250464e-5	Bacteria metatranscriptome
Acinetobacter defluvii	Factor1	-7.91818970604087e-7	Bacteria metatranscriptome
Acinetobacter indicus	Factor1	-3.264305324139048e-5	Bacteria metatranscriptome
Acinetobacter johnsonii	Factor1	-8.537810379414433e-6	Bacteria metatranscriptome
Acinetobacter lactucae	Factor1	-3.4606797899843163e-6	Bacteria metatranscriptome
Acinetobacter lwoffii	Factor1	-4.980858659964055e-6	Bacteria metatranscriptome
Acinetobacter nosocomialis	Factor1	-2.528096847217333e-5	Bacteria metatranscriptome
Acinetobacter radioresistens	Factor1	-8.359434634321112e-6	Bacteria metatranscriptome
Acinetobacter schindleri	Factor1	-3.472801068209931e-6	Bacteria metatranscriptome
Acinetobacter wuhouensis	Factor1	-8.47490623416388e-6	Bacteria metatranscriptome
Actinobacillus delphinicola	Factor1	-3.481546050410413e-7	Bacteria metatranscriptome
Actinobacillus pleuropneumoniae	Factor1	-2.2837499613182174e-5	Bacteria metatranscriptome
Actinobacteria bacterium YIM 96077	Factor1	-5.332753481844871e-7	Bacteria metatranscriptome
Actinomadura sp. WMMA1423	Factor1	-5.999805157943605e-6	Bacteria metatranscriptome
Actinoplanes friuliensis	Factor1	-3.1707862811790826e-6	Bacteria metatranscriptome
Actinosynnema pretiosum	Factor1	-4.213694299653533e-7	Bacteria metatranscriptome
Advenella kashmirensis	Factor1	3.31096448020366e-6	Bacteria metatranscriptome
Aequorivita sp. H23M31	Factor1	-7.343159306049131e-6	Bacteria metatranscriptome
Aeromonas sp. CA23	Factor1	-2.2509131584856645e-5	Bacteria metatranscriptome
Aeromonas veronii	Factor1	-4.390894037724608e-5	Bacteria metatranscriptome
Aerosticca soli	Factor1	6.490893029239012e-8	Bacteria metatranscriptome
Aggregatibacter segnis	Factor1	-4.5239551144158874e-5	Bacteria metatranscriptome
Agrobacterium rhizogenes	Factor1	-4.119873856676683e-6	Bacteria metatranscriptome
Agrobacterium tumefaciens	Factor1	9.098534450677285e-6	Bacteria metatranscriptome
Agrobacterium vitis	Factor1	-8.28244989159913e-5	Bacteria metatranscriptome
Agromyces aureus	Factor1	7.5782929293844335e-6	Bacteria metatranscriptome
Akkermansia glycaniphila	Factor1	-4.9730792803729555e-6	Bacteria metatranscriptome
Alcanivorax sp. N3-2A	Factor1	-2.889590391227952e-4	Bacteria metatranscriptome
Algibacter alginicilyticus	Factor1	-1.8822052387358927e-4	Bacteria metatranscriptome
Algibacter sp. L3A6	Factor1	-1.4779608263121617e-5	Bacteria metatranscriptome
Alicycliphilus denitrificans	Factor1	-1.7260005341020355e-5	Bacteria metatranscriptome
Aliivibrio salmonicida	Factor1	-1.0223098610641928e-5	Bacteria metatranscriptome
Alistipes finegoldii	Factor1	-2.4317700353999296e-5	Bacteria metatranscriptome
Alkaliphilus metalliredigens	Factor1	-2.0756824789681976e-5	Bacteria metatranscriptome
Alkalitalea saponilacus	Factor1	-7.239488130121978e-6	Bacteria metatranscriptome
Altererythrobacter atlanticus	Factor1	-4.2318693459478775e-6	Bacteria metatranscriptome
Alteromonas australica	Factor1	-1.6427822785379197e-5	Bacteria metatranscriptome
Aminipila sp. CBA3637	Factor1	-2.4291472298138277e-5	Bacteria metatranscriptome
Aminipila sp. JN-18	Factor1	-8.950854544374057e-6	Bacteria metatranscriptome
Amphibacillus xylanus	Factor1	-1.1690970769131895e-5	Bacteria metatranscriptome
Amycolatopsis albispora	Factor1	-5.046839114286865e-6	Bacteria metatranscriptome
Amycolatopsis mediterranei	Factor1	-1.0015549986922651e-5	Bacteria metatranscriptome
Amycolatopsis orientalis	Factor1	-3.139922340661969e-5	Bacteria metatranscriptome
Anabaena sp. 90	Factor1	-1.3571926679225388e-6	Bacteria metatranscriptome
Anabaenopsis circularis	Factor1	-7.715720647756243e-6	Bacteria metatranscriptome
Anaerococcus mediterraneensis	Factor1	-2.213474100119272e-6	Bacteria metatranscriptome
Anaerococcus prevotii	Factor1	-2.4203311024854504e-5	Bacteria metatranscriptome
Anaerocolumna sp. CBA3638	Factor1	-4.978960324261176e-6	Bacteria metatranscriptome
Anaerotignum propionicum	Factor1	-1.927142322979063e-6	Bacteria metatranscriptome
Anoxybacillus gonensis	Factor1	-1.263705254135539e-4	Bacteria metatranscriptome
Anoxybacillus kamchatkensis	Factor1	-3.081184079483272e-5	Bacteria metatranscriptome
Anseongella ginsenosidimutans	Factor1	-2.7479374014277024e-5	Bacteria metatranscriptome
Antarcticibacterium flavum	Factor1	-4.036140318556714e-5	Bacteria metatranscriptome
Antarcticibacterium sp. PAMC 28998	Factor1	-1.826993877739084e-6	Bacteria metatranscriptome
Apibacter sp. HY041	Factor1	-3.631816317081823e-6	Bacteria metatranscriptome
Aquimarina sp. AD10	Factor1	-5.981909886255152e-6	Bacteria metatranscriptome
Aquimarina sp. BL5	Factor1	-1.2527006115278568e-6	Bacteria metatranscriptome
Aquisphaera giovannonii	Factor1	-3.4988422927728786e-6	Bacteria metatranscriptome
Arachidicoccus sp. B3-10	Factor1	-8.891966156443473e-6	Bacteria metatranscriptome
Arachidicoccus sp. KIS59-12	Factor1	-4.768591942217188e-5	Bacteria metatranscriptome
Arcobacter butzleri	Factor1	-5.0223381204909236e-5	Bacteria metatranscriptome
Arcobacter cryaerophilus	Factor1	-1.0960981013105469e-5	Bacteria metatranscriptome
Arcobacter molluscorum	Factor1	-3.5485443699423994e-6	Bacteria metatranscriptome
Arcobacter nitrofigilis	Factor1	3.1274818315660856e-6	Bacteria metatranscriptome
Arcobacter pacificus	Factor1	5.701857800211382e-6	Bacteria metatranscriptome
Arcobacter sp. L	Factor1	-1.6886415856363866e-4	Bacteria metatranscriptome
Arcticibacterium luteifluviistationis	Factor1	-6.780223655384173e-6	Bacteria metatranscriptome
Aromatoleum aromaticum	Factor1	-4.3456539478656334e-06	Bacteria metatranscriptome
Arsenicicoccus sp. oral taxon 190	Factor1	-1.4702064040144296e-5	Bacteria metatranscriptome
Arthrobacter sp. PAMC 25486	Factor1	-9.106013953249365e-6	Bacteria metatranscriptome
Azoarcus communis	Factor1	-2.2601545293622928e-5	Bacteria metatranscriptome
Bacillaceae bacterium TKL69	Factor1	-9.218853716868453e-6	Bacteria metatranscriptome
Bacillus amyloliquefaciens	Factor1	-7.1646831042103165e-6	Bacteria metatranscriptome
Bacillus anthracis	Factor1	-4.421032343293203e-6	Bacteria metatranscriptome
Bacillus asahii	Factor1	-1.3007038234008413e-4	Bacteria metatranscriptome
Bacillus cereus	Factor1	6.39784093894505e-7	Bacteria metatranscriptome
Bacillus ciccensis	Factor1	-7.604312633832784e-5	Bacteria metatranscriptome
Bacillus coagulans	Factor1	-1.2914188962477649e-5	Bacteria metatranscriptome
Bacillus cohnii	Factor1	-2.945263991819217e-5	Bacteria metatranscriptome
Bacillus kochii	Factor1	-1.0238235387894874e-5	Bacteria metatranscriptome
Bacillus megaterium	Factor1	1.9863671299059337e-6	Bacteria metatranscriptome
Bacillus mycoides	Factor1	-1.0693168057253307e-5	Bacteria metatranscriptome
Bacillus paralicheniformis	Factor1	-3.0170776425925504e-7	Bacteria metatranscriptome
Bacillus pseudomycoides	Factor1	4.396511319555184e-6	Bacteria metatranscriptome
Bacillus pumilus	Factor1	-2.0328492541384945e-5	Bacteria metatranscriptome
Bacillus simplex	Factor1	-2.609857810069983e-6	Bacteria metatranscriptome
Bacillus sp. 1NLA3E	Factor1	-1.2740259577070459e-5	Bacteria metatranscriptome
Bacillus sp. BD59S	Factor1	-1.574086904520326e-5	Bacteria metatranscriptome
Bacillus sp. DSL-17	Factor1	3.4619148497367825e-6	Bacteria metatranscriptome
Bacillus subtilis	Factor1	-2.1426384663304177e-5	Bacteria metatranscriptome
Bacillus thuringiensis	Factor1	-1.1036028823071248e-6	Bacteria metatranscriptome
bacterium 2013Arg42i	Factor1	-6.422031937742954e-6	Bacteria metatranscriptome
Bacteroides cellulosilyticus	Factor1	-9.857065700636838e-6	Bacteria metatranscriptome
Bacteroides dorei	Factor1	-1.3419003842525822e-5	Bacteria metatranscriptome
Bacteroides fragilis	Factor1	-1.2591970454815132e-5	Bacteria metatranscriptome
Bacteroides thetaiotaomicron	Factor1	-1.81761519641987e-5	Bacteria metatranscriptome
Barnesiella viscericola	Factor1	-3.82617446359029e-5	Bacteria metatranscriptome
Bartonella ancashensis	Factor1	-3.680071604957684e-6	Bacteria metatranscriptome
Bartonella apis	Factor1	6.8058205434418e-6	Bacteria metatranscriptome
Bartonella bacilliformis	Factor1	-7.285143145926775e-5	Bacteria metatranscriptome
Bartonella quintana	Factor1	5.5715336058317505e-6	Bacteria metatranscriptome
Bdellovibrio bacteriovorus	Factor1	-4.011272042271981e-6	Bacteria metatranscriptome
Bdellovibrio exovorus	Factor1	-1.3929830137831482e-4	Bacteria metatranscriptome
Belliella baltica	Factor1	-9.27286888272071e-5	Bacteria metatranscriptome
Bernardetia litoralis	Factor1	-1.6638538465288917e-5	Bacteria metatranscriptome
beta proteobacterium CB	Factor1	-1.9181371268034313e-5	Bacteria metatranscriptome
Bifidobacterium angulatum	Factor1	-7.755183128390103e-6	Bacteria metatranscriptome
Bifidobacterium asteroides	Factor1	-1.210670470136605e-5	Bacteria metatranscriptome
Bifidobacterium dentium	Factor1	-4.229917060992999e-6	Bacteria metatranscriptome
Blastochloris tepida	Factor1	-1.3358569192877626e-5	Bacteria metatranscriptome
Blastococcus saxobsidens	Factor1	-3.6675704769458756e-6	Bacteria metatranscriptome
Blattabacterium sp. (Nauphoeta cinerea)	Factor1	-3.849274465240229e-6	Bacteria metatranscriptome
Blautia sp. N6H1-15	Factor1	-1.7669013761959377e-7	Bacteria metatranscriptome
Bombella sp. KACC 21507	Factor1	-6.583361520129253e-5	Bacteria metatranscriptome
Bordetella trematum	Factor1	2.709068392975382e-6	Bacteria metatranscriptome
Borrelia crocidurae	Factor1	-9.680828498588434e-7	Bacteria metatranscriptome
Borrelia hermsii	Factor1	-4.544086167318835e-6	Bacteria metatranscriptome
Borrelia turcica	Factor1	-1.4298819129799643e-6	Bacteria metatranscriptome
Borreliella burgdorferi	Factor1	-1.0409348151936025e-5	Bacteria metatranscriptome
Brachybacterium avium	Factor1	-4.501615346627229e-6	Bacteria metatranscriptome
Brachybacterium saurashtrense	Factor1	-8.97478153088905e-6	Bacteria metatranscriptome
Brachyspira murdochii	Factor1	-7.68228167811019e-6	Bacteria metatranscriptome
Bradymonadales bacterium V1718	Factor1	-6.185520504980177e-5	Bacteria metatranscriptome
Bradyrhizobiaceae bacterium SG-6C	Factor1	-2.2353533438236177e-5	Bacteria metatranscriptome
Bradyrhizobium diazoefficiens	Factor1	-1.324116770693463e-5	Bacteria metatranscriptome
Bradyrhizobium erythrophlei	Factor1	-4.612436545907314e-5	Bacteria metatranscriptome
Bradyrhizobium guangxiense	Factor1	-7.583265948531108e-5	Bacteria metatranscriptome
Bradyrhizobium guangzhouense	Factor1	-2.8737675387369647e-5	Bacteria metatranscriptome
Bradyrhizobium japonicum	Factor1	-4.375832304478458e-7	Bacteria metatranscriptome
Bradyrhizobium oligotrophicum	Factor1	-9.26125873446635e-5	Bacteria metatranscriptome
Bradyrhizobium sp. 1(2017)	Factor1	-5.3059624351006604e-6	Bacteria metatranscriptome
Bradyrhizobium sp. CCBAU 051011	Factor1	-2.5555259491584434e-6	Bacteria metatranscriptome
Bradyrhizobium sp. ORS 278	Factor1	-3.71511550881099e-5	Bacteria metatranscriptome
Bremerella volcania	Factor1	-2.7301221655880423e-5	Bacteria metatranscriptome
Brevefilum fermentans	Factor1	-5.4694851376747614e-5	Bacteria metatranscriptome
Brevibacillus laterosporus	Factor1	-6.147447076167156e-6	Bacteria metatranscriptome
Brevundimonas naejangsanensis	Factor1	-4.197536922775977e-6	Bacteria metatranscriptome
Brevundimonas sp. Bb-A	Factor1	-2.662496850425775e-5	Bacteria metatranscriptome
Buchnera aphidicola	Factor1	-6.619873136329682e-5	Bacteria metatranscriptome
Burkholderia pseudomallei	Factor1	-5.654651668213637e-7	Bacteria metatranscriptome
Burkholderia sp. MSMB617WGS	Factor1	-2.5184508522099475e-5	Bacteria metatranscriptome
Butyrivibrio hungatei	Factor1	-3.156184450025127e-6	Bacteria metatranscriptome
Bythopirellula goksoyri	Factor1	-4.434824005269433e-6	Bacteria metatranscriptome
Calothrix brevissima	Factor1	-1.7705350582086247e-5	Bacteria metatranscriptome
Calothrix sp. 336/3	Factor1	-6.837075580581317e-6	Bacteria metatranscriptome
Calothrix sp. NIES-3974	Factor1	-6.378506586786027e-6	Bacteria metatranscriptome
Campylobacter jejuni	Factor1	9.589438764559978e-5	Bacteria metatranscriptome
Candidatus Aquiluna sp. UB-MaderosW2red	Factor1	-8.766512757171675e-5	Bacteria metatranscriptome
Candidatus Arthromitus sp. SFB-rat-Yit	Factor1	2.2127463772705084e-6	Bacteria metatranscriptome
Candidatus Azobacteroides pseudotrichonymphae	Factor1	-1.4317259229966444e-5	Bacteria metatranscriptome
Candidatus Carsonella ruddii	Factor1	-7.694280813696171e-5	Bacteria metatranscriptome
Candidatus Cyclonatronum proteinivorum	Factor1	-6.417554860174997e-6	Bacteria metatranscriptome
Candidatus Fokinia solitaria	Factor1	-3.0053052782106056e-6	Bacteria metatranscriptome
Candidatus Fonsibacter ubiquis	Factor1	-8.558587412270001e-6	Bacteria metatranscriptome
Candidatus Izimaplasma sp. HR1	Factor1	-4.893799942957293e-6	Bacteria metatranscriptome
Candidatus Kuenenia stuttgartiensis	Factor1	-1.8865196892470443e-5	Bacteria metatranscriptome
Candidatus Nucleicultrix amoebiphila	Factor1	-2.2488047342732913e-5	Bacteria metatranscriptome
Candidatus Pantoea carbekii	Factor1	-7.531003496123675e-6	Bacteria metatranscriptome
Candidatus Pelagibacter sp. FZCC0015	Factor1	-6.933888315874871e-5	Bacteria metatranscriptome
Candidatus Pelagibacter sp. HIMB1321	Factor1	-1.4134752615615868e-5	Bacteria metatranscriptome
Candidatus Phytoplasma mali	Factor1	-5.146595153385009e-6	Bacteria metatranscriptome
Candidatus Promineofilum breve	Factor1	-4.431649057916977e-5	Bacteria metatranscriptome
Candidatus Rickettsiella viridis	Factor1	-6.571308139016069e-6	Bacteria metatranscriptome
Candidatus Sneabacter namystus	Factor1	-5.3144366405011e-6	Bacteria metatranscriptome
Candidatus Sulcia muelleri	Factor1	-7.114305680263687e-6	Bacteria metatranscriptome
Candidatus Syntrophocurvum alkaliphilum	Factor1	-2.0062419924548586e-6	Bacteria metatranscriptome
Candidatus Thiodictyon syntrophicum	Factor1	1.0054974526559422e-5	Bacteria metatranscriptome
Cardinium endosymbiont of Encarsia pergandiella	Factor1	-5.264880602981246e-6	Bacteria metatranscriptome
Caulobacter rhizosphaerae	Factor1	-1.3703864190907783e-5	Bacteria metatranscriptome
Caulobacteraceae bacterium OTSz_A_272	Factor1	-4.603273378935082e-5	Bacteria metatranscriptome
Cellulomonas flavigena	Factor1	-1.0092779113163024e-5	Bacteria metatranscriptome
Cellulomonas gilvus	Factor1	-6.817013006571558e-6	Bacteria metatranscriptome
Cellulophaga lytica	Factor1	-8.855561886212761e-5	Bacteria metatranscriptome
Chamaesiphon minutus	Factor1	-6.463742859221346e-5	Bacteria metatranscriptome
Changchengzhania lutea	Factor1	-4.445959431338004e-6	Bacteria metatranscriptome
Chitinophaga pinensis	Factor1	-1.6001878725440788e-5	Bacteria metatranscriptome
Chlamydia sp. H15-1957-10C	Factor1	-1.0281532381503407e-4	Bacteria metatranscriptome
Chloracidobacterium thermophilum	Factor1	-9.967950059628958e-6	Bacteria metatranscriptome
Chlorobaculum parvum	Factor1	-4.214451068359281e-6	Bacteria metatranscriptome
