feature	factor	value	view
ALPK3	Factor1	1.4080664716446237e-5	Human transcriptome
ALS2	Factor1	0.013076198795844802	Human transcriptome
ALS2CL	Factor1	0.05765334531876393	Human transcriptome
ALYREF	Factor1	0.026650625448253223	Human transcriptome
AMBRA1	Factor1	0.02118794110262178	Human transcriptome
AMD1	Factor1	0.028500776472189373	Human transcriptome
AMER1	Factor1	0.007081501223978087	Human transcriptome
AMFR	Factor1	0.017941970567674003	Human transcriptome
AMIGO1	Factor1	0.0010588476968717458	Human transcriptome
AMIGO2	Factor1	0.011271039606456148	Human transcriptome
AMMECR1	Factor1	0.029221666683513465	Human transcriptome
AMMECR1L	Factor1	0.015044344126713068	Human transcriptome
AMOT	Factor1	0.005143229020929556	Human transcriptome
AMOTL1	Factor1	0.1141719982399327	Human transcriptome
AMOTL2	Factor1	0.012524831921057607	Human transcriptome
AMPD2	Factor1	0.009449243410492247	Human transcriptome
AMPD3	Factor1	0.019104852278191895	Human transcriptome
AMY2B	Factor1	9.033595159974314e-4	Human transcriptome
AMZ2	Factor1	0.02394128017218945	Human transcriptome
ANAPC1	Factor1	0.014368972057595951	Human transcriptome
ANAPC11	Factor1	0.004987206994170932	Human transcriptome
ANAPC13	Factor1	0.011593594433345374	Human transcriptome
ANAPC16	Factor1	0.01725316753606698	Human transcriptome
ANAPC2	Factor1	0.01376701481558235	Human transcriptome
ANAPC4	Factor1	0.007733740864893506	Human transcriptome
ANAPC5	Factor1	0.053795251601540375	Human transcriptome
ANAPC7	Factor1	0.029340867952388695	Human transcriptome
ANGEL1	Factor1	0.009426379541721746	Human transcriptome
ANGEL2	Factor1	0.0012413362974368204	Human transcriptome
ANGPTL2	Factor1	0.018422504322018373	Human transcriptome
ANGPTL4	Factor1	0.021217918294284432	Human transcriptome
ANK3	Factor1	0.028212180191487912	Human transcriptome
ANKDD1A	Factor1	0.0010350665680573976	Human transcriptome
ANKEF1	Factor1	0.006580862243621215	Human transcriptome
ANKFY1	Factor1	0.04291769974584194	Human transcriptome
ANKH	Factor1	0.040414380190419694	Human transcriptome
ANKIB1	Factor1	0.012860714099925879	Human transcriptome
ANKLE2	Factor1	0.07125092695742567	Human transcriptome
ANKMY1	Factor1	0.006202486156405487	Human transcriptome
ANKMY2	Factor1	1.979503014118691e-4	Human transcriptome
ANKRA2	Factor1	0.006858379075875679	Human transcriptome
ANKRD10	Factor1	6.739245439151825e-4	Human transcriptome
ANKRD10-IT1	Factor1	1.3139743232007753e-4	Human transcriptome
ANKRD11	Factor1	0.08649924009365793	Human transcriptome
ANKRD12	Factor1	0.012741322578098346	Human transcriptome
ANKRD13A	Factor1	0.03258836356550849	Human transcriptome
ANKRD13B	Factor1	0.004231862382666128	Human transcriptome
ANKRD13C	Factor1	0.018565725718138915	Human transcriptome
ANKRD13D	Factor1	0.015426196299693214	Human transcriptome
ANKRD17	Factor1	0.06776085317938656	Human transcriptome
ANKRD20A11P	Factor1	-0.005533303972163548	Human transcriptome
ANKRD20A5P	Factor1	-0.0010596113595134397	Human transcriptome
ANKRD22	Factor1	0.014357922460516674	Human transcriptome
ANKRD26	Factor1	-7.309566044041208e-5	Human transcriptome
ANKRD27	Factor1	0.0233983513830798	Human transcriptome
ANKRD28	Factor1	0.01512362566637024	Human transcriptome
ANKRD29	Factor1	0.004103508864921319	Human transcriptome
ANKRD33B	Factor1	0.01548645156508191	Human transcriptome
ANKRD35	Factor1	0.01223975373236654	Human transcriptome
ANKRD36	Factor1	7.719226120152711e-4	Human transcriptome
ANKRD36B	Factor1	0.0014683855648082503	Human transcriptome
ANKRD36C	Factor1	4.4143342958600693e-4	Human transcriptome
ANKRD37	Factor1	0.001417246048665754	Human transcriptome
ANKRD40	Factor1	0.012840552633285755	Human transcriptome
ANKRD44	Factor1	0.006381232668548386	Human transcriptome
ANKRD44-IT1	Factor1	-6.4070525087297775e-6	Human transcriptome
ANKRD49	Factor1	0.005773209675044705	Human transcriptome
ANKRD50	Factor1	0.018061906443551944	Human transcriptome
ANKRD52	Factor1	0.04621171334933029	Human transcriptome
ANKRD54	Factor1	0.006884196766921412	Human transcriptome
ANKRD6	Factor1	7.456253954827121e-4	Human transcriptome
ANKRD65	Factor1	0.011113864581657543	Human transcriptome
ANKRD9	Factor1	0.014739273277178387	Human transcriptome
ANKS1A	Factor1	0.021000337814506626	Human transcriptome
ANKS3	Factor1	0.004332768345395321	Human transcriptome
ANKS6	Factor1	0.014608450732729417	Human transcriptome
ANKZF1	Factor1	0.01607236141258364	Human transcriptome
ANLN	Factor1	0.022850354064490555	Human transcriptome
ANO1	Factor1	0.046451200837865074	Human transcriptome
ANO10	Factor1	0.021512062938100835	Human transcriptome
ANO6	Factor1	0.02738383420812004	Human transcriptome
ANO7L1	Factor1	0.001218183137926273	Human transcriptome
ANO8	Factor1	0.00939020056010058	Human transcriptome
ANO9	Factor1	0.010394021815629591	Human transcriptome
ANOS1	Factor1	-5.599572164075646e-4	Human transcriptome
ANP32A	Factor1	0.02723371067415754	Human transcriptome
ANP32B	Factor1	0.060932852265215116	Human transcriptome
ANP32E	Factor1	2.685718125389547e-4	Human transcriptome
ANPEP	Factor1	0.0068669002805788176	Human transcriptome
ANTXR1	Factor1	0.012210394110402577	Human transcriptome
ANTXR2	Factor1	0.010473447480031857	Human transcriptome
ANXA1	Factor1	0.017998664315732098	Human transcriptome
ANXA11	Factor1	0.02770103488137079	Human transcriptome
ANXA2	Factor1	0.01788278799970555	Human transcriptome
ANXA2P2	Factor1	0.003637435150889415	Human transcriptome
ANXA3	Factor1	0.012567742113371062	Human transcriptome
ANXA4	Factor1	0.011907130725333392	Human transcriptome
ANXA5	Factor1	0.10268877393871963	Human transcriptome
ANXA6	Factor1	0.023694634720756447	Human transcriptome
ANXA7	Factor1	0.03342858557288695	Human transcriptome
ANXA8	Factor1	0.0598132965097374	Human transcriptome
ANXA8L1	Factor1	0.0375074777349524	Human transcriptome
ANXA9	Factor1	0.015088845903579954	Human transcriptome
AOAH	Factor1	0.007035151695164936	Human transcriptome
AOC3	Factor1	0.002215672654471146	Human transcriptome
AOX1	Factor1	0.0015867228253846843	Human transcriptome
AP000350.5	Factor1	0.0012179193382167329	Human transcriptome
AP000962.1	Factor1	-3.3279562309465095e-5	Human transcriptome
AP000962.2	Factor1	-5.218825571526256e-5	Human transcriptome
AP001172.2	Factor1	-1.2615485727885002e-5	Human transcriptome
AP001347.6	Factor1	-2.541238092024663e-4	Human transcriptome
AP001962.3	Factor1	-2.9579934083228896e-5	Human transcriptome
AP004289.1	Factor1	-2.9159446603739545e-5	Human transcriptome
AP004290.1	Factor1	-2.5669176457434935e-5	Human transcriptome
