x	y	sample	raw_counts	kraken2	immune_profiling_vdj	condition	control	group	tissue	source	Library prep strategy	Library prep kit	Blood RNA isolation	Gender	Age	Tissue sublocation	Cell type	Treatment
-1.1649872130386696	3.738318711542823	GSM1022688	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE41687/pipeline/results/counts/human/raw_counts.tsv	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE41687/pipeline/results/kraken2/report/GSM1022688_report.txt	NA	Esophagus_GERD	FALSE	GERD	Esophagus	GSE41687	Total	Illumina TruSeq RNA sample prep kit	NA	Male	NA	Distal	NA	None
-1.1027469555565501	3.737128015904758	GSM1022689	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE41687/pipeline/results/counts/human/raw_counts.tsv	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE41687/pipeline/results/kraken2/report/GSM1022689_report.txt	NA	Esophagus_GERD	FALSE	GERD	Esophagus	GSE41687	Total	Illumina TruSeq RNA sample prep kit	NA	Male	NA	Distal	NA	None
-1.0729017776628544	3.8320195158220356	GSM1022690	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE41687/pipeline/results/counts/human/raw_counts.tsv	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE41687/pipeline/results/kraken2/report/GSM1022690_report.txt	NA	Esophagus_Control	TRUE	Control	Esophagus	GSE41687	Total	Illumina TruSeq RNA sample prep kit	NA	Male	NA	Proximal	NA	None
-1.1260388041953908	4.020840970603053	GSM1022691	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE41687/pipeline/results/counts/human/raw_counts.tsv	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE41687/pipeline/results/kraken2/report/GSM1022691_report.txt	NA	Esophagus_Control	TRUE	Control	Esophagus	GSE41687	Total	Illumina TruSeq RNA sample prep kit	NA	Male	NA	Proximal	NA	None
-0.6239555884756322	3.4976925342401555	GSM1022692	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE41687/pipeline/results/counts/human/raw_counts.tsv	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE41687/pipeline/results/kraken2/report/GSM1022692_report.txt	NA	Esophagus_Control	TRUE	Control	Esophagus	GSE41687	Total	Illumina TruSeq RNA sample prep kit	NA	Male	NA	Proximal	NA	None
-1.3978648368144984	3.2135948423010103	GSM1022693	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE41687/pipeline/results/counts/human/raw_counts.tsv	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE41687/pipeline/results/kraken2/report/GSM1022693_report.txt	NA	Esophagus_Control	TRUE	Control	Esophagus	GSE41687	Total	Illumina TruSeq RNA sample prep kit	NA	Male	NA	Distal	NA	None
-2.3666974113462467	4.172702130020312	GSM1022694	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE41687/pipeline/results/counts/human/raw_counts.tsv	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE41687/pipeline/results/kraken2/report/GSM1022694_report.txt	NA	Esophagus_Control	TRUE	Control	Esophagus	GSE41687	Total	Illumina TruSeq RNA sample prep kit	NA	Male	NA	Distal	NA	None
-1.1340593707914859	3.8300174118127064	GSM1022695	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE41687/pipeline/results/counts/human/raw_counts.tsv	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE41687/pipeline/results/kraken2/report/GSM1022695_report.txt	NA	Esophagus_Control	TRUE	Control	Esophagus	GSE41687	Total	Illumina TruSeq RNA sample prep kit	NA	Male	NA	Distal	NA	None
-1.4146254694837024	0.9466601567771968	GSM1385778	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE57637/pipeline_rna/results/counts/human/raw_counts.tsv	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE57637/pipeline_rna/results/kraken2/report/GSM1385778_report.txt	NA	Esophagus_ECs_Control	TRUE	Control	Esophagus_ECs	GSE57637	Total	Illumina TruSeq RNA sample prep kit	NA	NA	NA	NA	Epithelial TE-7	None
-2.5339153829224466	5.412807500618894	GSM1385779	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE57637/pipeline_rna/results/counts/human/raw_counts.tsv	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE57637/pipeline_rna/results/kraken2/report/GSM1385779_report.txt	NA	Esophagus_ECs_Control	TRUE	Control	Esophagus_ECs	GSE57637	Total	Illumina TruSeq RNA sample prep kit	NA	NA	NA	NA	Epithelial TE-7	None
-1.7130230671962718	4.896244579786058	GSM1385780	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE57637/pipeline_rna/results/counts/human/raw_counts.tsv	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE57637/pipeline_rna/results/kraken2/report/GSM1385780_report.txt	NA	Esophagus_ECs_Control	TRUE	Control	Esophagus_ECs	GSE57637	Total	Illumina TruSeq RNA sample prep kit	NA	NA	NA	NA	Epithelial TE-7	None
-1.6361618457573825	4.301530971444572	GSM1385781	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE57637/pipeline_rna/results/counts/human/raw_counts.tsv	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE57637/pipeline_rna/results/kraken2/report/GSM1385781_report.txt	NA	Esophagus_ECs_Control	TRUE	Control	Esophagus_ECs	GSE57637	Total	Illumina TruSeq RNA sample prep kit	NA	NA	NA	NA	Epithelial TE-7	IL-13
-2.425467883966024	5.165473357324779	GSM1385782	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE57637/pipeline_rna/results/counts/human/raw_counts.tsv	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE57637/pipeline_rna/results/kraken2/report/GSM1385782_report.txt	NA	Esophagus_ECs_Control	TRUE	Control	Esophagus_ECs	GSE57637	Total	Illumina TruSeq RNA sample prep kit	NA	NA	NA	NA	Epithelial TE-7	IL-13
-1.7217521112199645	4.607001212268521	GSM1385783	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE57637/pipeline_rna/results/counts/human/raw_counts.tsv	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE57637/pipeline_rna/results/kraken2/report/GSM1385783_report.txt	NA	Esophagus_ECs_Control	TRUE	Control	Esophagus_ECs	GSE57637	Total	Illumina TruSeq RNA sample prep kit	NA	NA	NA	NA	Epithelial TE-7	IL-13
-0.49033913626364684	2.1900060847560665	GSM1415906	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE58640/pipeline/results/counts/human/raw_counts.tsv	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE58640/pipeline/results/kraken2/report/GSM1415906_report.txt	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE58640/pipeline/results/immune_profiling/reshape/GSM1415906/vdj_results.tsv	Esophagus_Control	TRUE	Control	Esophagus	GSE58640	Total	Illumina TruSeq RNA sample prep kit	NA	NA	NA	NA	NA	None
-1.3171436737812674	0.26497013605161823	GSM1415907	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE58640/pipeline/results/counts/human/raw_counts.tsv	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE58640/pipeline/results/kraken2/report/GSM1415907_report.txt	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE58640/pipeline/results/immune_profiling/reshape/GSM1415907/vdj_results.tsv	Esophagus_Control	TRUE	Control	Esophagus	GSE58640	Total	Illumina TruSeq RNA sample prep kit	NA	NA	NA	NA	NA	None
-0.057065297884968315	4.104277718189047	GSM1415908	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE58640/pipeline/results/counts/human/raw_counts.tsv	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE58640/pipeline/results/kraken2/report/GSM1415908_report.txt	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE58640/pipeline/results/immune_profiling/reshape/GSM1415908/vdj_results.tsv	Esophagus_Control	TRUE	Control	Esophagus	GSE58640	Total	Illumina TruSeq RNA sample prep kit	NA	NA	NA	NA	NA	None
-0.5986633513321942	4.2865743216057455	GSM1415909	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE58640/pipeline/results/counts/human/raw_counts.tsv	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE58640/pipeline/results/kraken2/report/GSM1415909_report.txt	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE58640/pipeline/results/immune_profiling/reshape/GSM1415909/vdj_results.tsv	Esophagus_Control	TRUE	Control	Esophagus	GSE58640	Total	Illumina TruSeq RNA sample prep kit	NA	NA	NA	NA	NA	None
-0.28566536148101473	4.305508940438229	GSM1415910	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE58640/pipeline/results/counts/human/raw_counts.tsv	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE58640/pipeline/results/kraken2/report/GSM1415910_report.txt	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE58640/pipeline/results/immune_profiling/reshape/GSM1415910/vdj_results.tsv	Esophagus_Control	TRUE	Control	Esophagus	GSE58640	Total	Illumina TruSeq RNA sample prep kit	NA	NA	NA	NA	NA	None
-0.5281574131659045	4.114877651532472	GSM1415911	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE58640/pipeline/results/counts/human/raw_counts.tsv	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE58640/pipeline/results/kraken2/report/GSM1415911_report.txt	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE58640/pipeline/results/immune_profiling/reshape/GSM1415911/vdj_results.tsv	Esophagus_Control	TRUE	Control	Esophagus	GSE58640	Total	Illumina TruSeq RNA sample prep kit	NA	NA	NA	NA	NA	None
-0.33865746533049745	4.6912830728868284	GSM1415912	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE58640/pipeline/results/counts/human/raw_counts.tsv	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE58640/pipeline/results/kraken2/report/GSM1415912_report.txt	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE58640/pipeline/results/immune_profiling/reshape/GSM1415912/vdj_results.tsv	Esophagus_EoE	FALSE	EoE	Esophagus	GSE58640	Total	Illumina TruSeq RNA sample prep kit	NA	NA	NA	NA	NA	None
-0.09360797080041676	4.758686620607473	GSM1415913	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE58640/pipeline/results/counts/human/raw_counts.tsv	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE58640/pipeline/results/kraken2/report/GSM1415913_report.txt	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE58640/pipeline/results/immune_profiling/reshape/GSM1415913/vdj_results.tsv	Esophagus_EoE	FALSE	EoE	Esophagus	GSE58640	Total	Illumina TruSeq RNA sample prep kit	NA	NA	NA	NA	NA	None
-0.09902320065546227	4.54743995709911	GSM1415914	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE58640/pipeline/results/counts/human/raw_counts.tsv	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE58640/pipeline/results/kraken2/report/GSM1415914_report.txt	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE58640/pipeline/results/immune_profiling/reshape/GSM1415914/vdj_results.tsv	Esophagus_EoE	FALSE	EoE	Esophagus	GSE58640	Total	Illumina TruSeq RNA sample prep kit	NA	NA	NA	NA	NA	None
-0.6569905414580275	4.716889961074908	GSM1415915	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE58640/pipeline/results/counts/human/raw_counts.tsv	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE58640/pipeline/results/kraken2/report/GSM1415915_report.txt	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE58640/pipeline/results/immune_profiling/reshape/GSM1415915/vdj_results.tsv	Esophagus_EoE	FALSE	EoE	Esophagus	GSE58640	Total	Illumina TruSeq RNA sample prep kit	NA	NA	NA	NA	NA	None
-0.5117055290248392	4.727271307023081	GSM1415916	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE58640/pipeline/results/counts/human/raw_counts.tsv	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE58640/pipeline/results/kraken2/report/GSM1415916_report.txt	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE58640/pipeline/results/immune_profiling/reshape/GSM1415916/vdj_results.tsv	Esophagus_EoE	FALSE	EoE	Esophagus	GSE58640	Total	Illumina TruSeq RNA sample prep kit	NA	NA	NA	NA	NA	None
-0.672888438026444	4.750831531721165	GSM1415917	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE58640/pipeline/results/counts/human/raw_counts.tsv	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE58640/pipeline/results/kraken2/report/GSM1415917_report.txt	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE58640/pipeline/results/immune_profiling/reshape/GSM1415917/vdj_results.tsv	Esophagus_EoE	FALSE	EoE	Esophagus	GSE58640	Total	Illumina TruSeq RNA sample prep kit	NA	NA	NA	NA	NA	None
-0.07632239915089077	4.5689557990947	GSM1415918	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE58640/pipeline/results/counts/human/raw_counts.tsv	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE58640/pipeline/results/kraken2/report/GSM1415918_report.txt	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE58640/pipeline/results/immune_profiling/reshape/GSM1415918/vdj_results.tsv	Esophagus_EoE	FALSE	EoE	Esophagus	GSE58640	Total	Illumina TruSeq RNA sample prep kit	NA	NA	NA	NA	NA	None
-0.6978349378181945	4.731441395720028	GSM1415919	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE58640/pipeline/results/counts/human/raw_counts.tsv	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE58640/pipeline/results/kraken2/report/GSM1415919_report.txt	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE58640/pipeline/results/immune_profiling/reshape/GSM1415919/vdj_results.tsv	Esophagus_EoE	FALSE	EoE	Esophagus	GSE58640	Total	Illumina TruSeq RNA sample prep kit	NA	NA	NA	NA	NA	None
-0.38250185082520893	4.4801514574312735	GSM1415920	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE58640/pipeline/results/counts/human/raw_counts.tsv	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE58640/pipeline/results/kraken2/report/GSM1415920_report.txt	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE58640/pipeline/results/immune_profiling/reshape/GSM1415920/vdj_results.tsv	Esophagus_EoE	FALSE	EoE	Esophagus	GSE58640	Total	Illumina TruSeq RNA sample prep kit	NA	NA	NA	NA	NA	None
-0.6041202417871173	4.608997427849065	GSM1415921	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE58640/pipeline/results/counts/human/raw_counts.tsv	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE58640/pipeline/results/kraken2/report/GSM1415921_report.txt	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE58640/pipeline/results/immune_profiling/reshape/GSM1415921/vdj_results.tsv	Esophagus_EoE	FALSE	EoE	Esophagus	GSE58640	Total	Illumina TruSeq RNA sample prep kit	NA	NA	NA	NA	NA	None
-1.565120622587596	-0.5640490193156162	GSM3103946	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE113341/pipeline/results/counts/human/raw_counts.tsv	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE113341/pipeline/results/kraken2/report/GSM3103946_report.txt	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE113341/pipeline/results/immune_profiling/reshape/GSM3103946/vdj_results.tsv	Esophagus_EoE	FALSE	EoE	Esophagus	GSE113341	Total	Illumina TruSeq RNA sample prep kit	NA	Male	NA	Distal	NA	None
2.442562679263833	-3.461241126757502	GSM3103947	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE113341/pipeline/results/counts/human/raw_counts.tsv	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE113341/pipeline/results/kraken2/report/GSM3103947_report.txt	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE113341/pipeline/results/immune_profiling/reshape/GSM3103947/vdj_results.tsv	Esophagus_EoE	FALSE	EoE	Esophagus	GSE113341	Total	Illumina TruSeq RNA sample prep kit	NA	Male	NA	Distal	NA	None
3.735395083768512	-2.946677984549991	GSM3103948	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE113341/pipeline/results/counts/human/raw_counts.tsv	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE113341/pipeline/results/kraken2/report/GSM3103948_report.txt	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE113341/pipeline/results/immune_profiling/reshape/GSM3103948/vdj_results.tsv	Esophagus_EoE	FALSE	EoE	Esophagus	GSE113341	Total	Illumina TruSeq RNA sample prep kit	NA	Male	NA	Distal	NA	None
2.6708177981515235	-2.1944945300377157	GSM3103949	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE113341/pipeline/results/counts/human/raw_counts.tsv	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE113341/pipeline/results/kraken2/report/GSM3103949_report.txt	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE113341/pipeline/results/immune_profiling/reshape/GSM3103949/vdj_results.tsv	Esophagus_EoE	FALSE	EoE	Esophagus	GSE113341	Total	Illumina TruSeq RNA sample prep kit	NA	Male	NA	Distal	NA	None
3.2926184124740203	-4.813510248010115	GSM3103950	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE113341/pipeline/results/counts/human/raw_counts.tsv	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE113341/pipeline/results/kraken2/report/GSM3103950_report.txt	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE113341/pipeline/results/immune_profiling/reshape/GSM3103950/vdj_results.tsv	Esophagus_EoE	FALSE	EoE	Esophagus	GSE113341	Total	Illumina TruSeq RNA sample prep kit	NA	Male	NA	Distal	NA	None
2.9565970770852004	-2.8661307551158313	GSM3103951	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE113341/pipeline/results/counts/human/raw_counts.tsv	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE113341/pipeline/results/kraken2/report/GSM3103951_report.txt	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE113341/pipeline/results/immune_profiling/reshape/GSM3103951/vdj_results.tsv	Esophagus_EoE	FALSE	EoE	Esophagus	GSE113341	Total	Illumina TruSeq RNA sample prep kit	NA	Female	NA	Distal	NA	None
3.5215930003965608	-3.4723995532854093	GSM3103952	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE113341/pipeline/results/counts/human/raw_counts.tsv	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE113341/pipeline/results/kraken2/report/GSM3103952_report.txt	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE113341/pipeline/results/immune_profiling/reshape/GSM3103952/vdj_results.tsv	Esophagus_EoE	FALSE	EoE	Esophagus	GSE113341	Total	Illumina TruSeq RNA sample prep kit	NA	Female	NA	Distal	NA	None
2.681498485302606	-4.226546269429109	GSM3103953	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE113341/pipeline/results/counts/human/raw_counts.tsv	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE113341/pipeline/results/kraken2/report/GSM3103953_report.txt	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE113341/pipeline/results/immune_profiling/reshape/GSM3103953/vdj_results.tsv	Esophagus_EoE	FALSE	EoE	Esophagus	GSE113341	Total	Illumina TruSeq RNA sample prep kit	NA	Female	NA	Distal	NA	None
3.769020115413199	-3.743864932355198	GSM3103954	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE113341/pipeline/results/counts/human/raw_counts.tsv	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE113341/pipeline/results/kraken2/report/GSM3103954_report.txt	/home/llamparelli/HD8TB_2_transcriptomics/data_mining_rna_eoe_done/GSE113341/pipeline/results/immune_profiling/reshape/GSM3103954/vdj_results.tsv	Esophagus_EoE	FALSE	EoE	Esophagus	GSE113341	Total	Illumina TruSeq RNA sample prep kit	NA	Female	NA	Distal	NA	None
