feature	factor	value	view
Acidovorax citrulli	Factor1	-1.883259706873824e-9	Bacteria metatranscriptome
Acidovorax sp. 1608163	Factor1	-4.2594787237863456e-10	Bacteria metatranscriptome
Acinetobacter baumannii	Factor1	1.1797822807462624e-8	Bacteria metatranscriptome
Acinetobacter calcoaceticus	Factor1	7.857018310921378e-9	Bacteria metatranscriptome
Acinetobacter indicus	Factor1	-1.4202023979710156e-9	Bacteria metatranscriptome
Acinetobacter johnsonii	Factor1	-5.718452186214509e-10	Bacteria metatranscriptome
Acinetobacter larvae	Factor1	-2.143195067249975e-10	Bacteria metatranscriptome
Acinetobacter lwoffii	Factor1	-4.1583770506393537e-10	Bacteria metatranscriptome
Acinetobacter radioresistens	Factor1	4.335962971090925e-9	Bacteria metatranscriptome
Acinetobacter sp. 185	Factor1	-1.172371911467511e-10	Bacteria metatranscriptome
Acinetobacter wuhouensis	Factor1	1.4213847528893214e-10	Bacteria metatranscriptome
Actinobacillus delphinicola	Factor1	-6.2993984711067734e-9	Bacteria metatranscriptome
Actinobacillus indolicus	Factor1	-1.7953580805576732e-7	Bacteria metatranscriptome
Actinobacillus pleuropneumoniae	Factor1	-1.8176577729603716e-8	Bacteria metatranscriptome
Actinobacillus porcitonsillarum	Factor1	-2.8986380469179845e-7	Bacteria metatranscriptome
Actinobacillus succinogenes	Factor1	-3.996956268094075e-9	Bacteria metatranscriptome
Actinobacillus suis	Factor1	-1.5476591572885515e-8	Bacteria metatranscriptome
Actinomyces pacaensis	Factor1	-7.051126262432366e-9	Bacteria metatranscriptome
Actinomyces radicidentis	Factor1	-2.2231866970959937e-9	Bacteria metatranscriptome
Actinomyces sp. oral taxon 414	Factor1	-5.788035865246504e-9	Bacteria metatranscriptome
Aequorivita sp. H23M31	Factor1	1.871218526875262e-11	Bacteria metatranscriptome
Aerococcus sanguinicola	Factor1	-2.8165301761826607e-9	Bacteria metatranscriptome
Aeromonas veronii	Factor1	3.948040237756151e-8	Bacteria metatranscriptome
Aggregatibacter actinomycetemcomitans	Factor1	1.042181470162668e-8	Bacteria metatranscriptome
Aggregatibacter aphrophilus	Factor1	-5.548359287729418e-8	Bacteria metatranscriptome
Aggregatibacter segnis	Factor1	2.327704485867484e-8	Bacteria metatranscriptome
Agrobacterium vitis	Factor1	2.985585290985221e-9	Bacteria metatranscriptome
Alcanivorax sp. N3-2A	Factor1	-2.158524633278704e-9	Bacteria metatranscriptome
Algibacter alginicilyticus	Factor1	2.8071649020978797e-9	Bacteria metatranscriptome
Alicycliphilus denitrificans	Factor1	4.366719582229731e-9	Bacteria metatranscriptome
Aliivibrio fischeri	Factor1	-4.001987434912971e-7	Bacteria metatranscriptome
Aliivibrio salmonicida	Factor1	-3.928660101226047e-10	Bacteria metatranscriptome
Alkalitalea saponilacus	Factor1	1.1492033981893895e-9	Bacteria metatranscriptome
Alloprevotella sp. E39	Factor1	-1.5832684888960795e-6	Bacteria metatranscriptome
Alteromonas mediterranea	Factor1	-1.849058188153813e-10	Bacteria metatranscriptome
Alteromonas sp. RKMC-009	Factor1	-5.4038013508148834e-8	Bacteria metatranscriptome
Anaerococcus prevotii	Factor1	-2.235279389247711e-9	Bacteria metatranscriptome
Anaerocolumna sp. CBA3638	Factor1	-2.5131253041267087e-9	Bacteria metatranscriptome
Anaerostipes hadrus	Factor1	-8.98578714469439e-9	Bacteria metatranscriptome
Anaerostipes rhamnosivorans	Factor1	-1.0751567361804691e-9	Bacteria metatranscriptome
Ancylobacter pratisalsi	Factor1	-1.2234585750672146e-10	Bacteria metatranscriptome
Anseongella ginsenosidimutans	Factor1	-2.768271732289206e-10	Bacteria metatranscriptome
Antarcticibacterium flavum	Factor1	4.354612255230686e-9	Bacteria metatranscriptome
Apibacter sp. HY041	Factor1	5.744801109330205e-10	Bacteria metatranscriptome
Aquabacterium olei	Factor1	2.1656258711820197e-9	Bacteria metatranscriptome
Aquicella lusitana	Factor1	-1.3255242196456825e-9	Bacteria metatranscriptome
Aquimarina sp. AD10	Factor1	-9.407307716430762e-11	Bacteria metatranscriptome
Aquisphaera giovannonii	Factor1	-9.256543387532655e-10	Bacteria metatranscriptome
Arachidicoccus sp. B3-10	Factor1	7.703259960526474e-11	Bacteria metatranscriptome
Arcobacter butzleri	Factor1	4.62912898073373e-9	Bacteria metatranscriptome
Aromatoleum aromaticum	Factor1	6.83519812688362e-10	Bacteria metatranscriptome
Arsenophonus nasoniae	Factor1	-1.7647303218847297e-9	Bacteria metatranscriptome
Asticcacaulis excentricus	Factor1	-1.3653281333889261e-9	Bacteria metatranscriptome
Atopobium parvulum	Factor1	-9.858390281029122e-8	Bacteria metatranscriptome
Avibacterium paragallinarum	Factor1	-3.197952640719637e-9	Bacteria metatranscriptome
Azoarcus communis	Factor1	1.8891514308919375e-9	Bacteria metatranscriptome
Bacillus altitudinis	Factor1	-1.6874582582728355e-9	Bacteria metatranscriptome
Bacillus amyloliquefaciens	Factor1	-7.242849427691522e-10	Bacteria metatranscriptome
Bacillus anthracis	Factor1	-1.694222733808468e-9	Bacteria metatranscriptome
Bacillus atrophaeus	Factor1	-5.831098084445181e-7	Bacteria metatranscriptome
Bacillus cereus	Factor1	-7.046057386231301e-8	Bacteria metatranscriptome
Bacillus ciccensis	Factor1	-1.1771089149636521e-9	Bacteria metatranscriptome
Bacillus coagulans	Factor1	6.678457592624664e-11	Bacteria metatranscriptome
Bacillus gobiensis	Factor1	-3.62558292167938e-10	Bacteria metatranscriptome
Bacillus litoralis	Factor1	-1.1883095537948377e-10	Bacteria metatranscriptome
Bacillus megaterium	Factor1	3.981516203258186e-5	Bacteria metatranscriptome
Bacillus mycoides	Factor1	-1.9440061445538708e-9	Bacteria metatranscriptome
Bacillus pseudomycoides	Factor1	3.8618428369037696e-10	Bacteria metatranscriptome
Bacillus subtilis	Factor1	-3.904245155796824e-10	Bacteria metatranscriptome
Bacillus thuringiensis	Factor1	-2.1353860303489803e-7	Bacteria metatranscriptome
bacterium BFN5	Factor1	-1.0132508411337712e-9	Bacteria metatranscriptome
Bacteroidales bacterium CF	Factor1	2.7479831960947737e-9	Bacteria metatranscriptome
Bacteroides caccae	Factor1	-4.400568357702514e-9	Bacteria metatranscriptome
Bacteroides cellulosilyticus	Factor1	4.641945396573336e-10	Bacteria metatranscriptome
Bacteroides dorei	Factor1	-1.0320159789310939e-7	Bacteria metatranscriptome
Bacteroides fragilis	Factor1	1.1447009900752722e-8	Bacteria metatranscriptome
Bacteroides helcogenes	Factor1	-1.0252927465096944e-9	Bacteria metatranscriptome
Bacteroides heparinolyticus	Factor1	-2.9911435104567975e-9	Bacteria metatranscriptome
Bacteroides intestinalis	Factor1	5.509074213323775e-9	Bacteria metatranscriptome
Bacteroides salanitronis	Factor1	-2.789554797924596e-7	Bacteria metatranscriptome
Bacteroides sp. CBA7301	Factor1	-6.68707196001932e-8	Bacteria metatranscriptome
Bacteroides vulgatus	Factor1	-8.02285094249721e-9	Bacteria metatranscriptome
Bacteroides zoogleoformans	Factor1	1.2550644538088608e-9	Bacteria metatranscriptome
Baekduia soli	Factor1	-5.146978859493143e-10	Bacteria metatranscriptome
Barnesiella viscericola	Factor1	-6.46035779437575e-9	Bacteria metatranscriptome
Bartonella bacilliformis	Factor1	1.0065832336475683e-9	Bacteria metatranscriptome
Bdellovibrio bacteriovorus	Factor1	-1.9013262402349436e-9	Bacteria metatranscriptome
Belliella baltica	Factor1	1.558943535800655e-9	Bacteria metatranscriptome
Bergeyella cardium	Factor1	-9.95318333813373e-9	Bacteria metatranscriptome
Bernardetia litoralis	Factor1	-1.0703159318186888e-10	Bacteria metatranscriptome
Bibersteinia trehalosi	Factor1	-2.5210213679610606e-8	Bacteria metatranscriptome
Bifidobacterium asteroides	Factor1	-1.6945254947664299e-10	Bacteria metatranscriptome
Bifidobacterium longum	Factor1	7.815576757241324e-10	Bacteria metatranscriptome
Blastochloris tepida	Factor1	9.394622945277915e-10	Bacteria metatranscriptome
Blautia producta	Factor1	-1.592301430466212e-9	Bacteria metatranscriptome
Bordetella holmesii	Factor1	-4.934680181273656e-8	Bacteria metatranscriptome
Bordetella sp. H567	Factor1	6.457258419762748e-11	Bacteria metatranscriptome
Bordetella trematum	Factor1	7.913104271278995e-10	Bacteria metatranscriptome
Borrelia hermsii	Factor1	-1.0126160860571724e-9	Bacteria metatranscriptome
Bradymonadales bacterium V1718	Factor1	6.92208896605828e-9	Bacteria metatranscriptome
Bradyrhizobium diazoefficiens	Factor1	6.335118654772575e-9	Bacteria metatranscriptome
Bradyrhizobium oligotrophicum	Factor1	9.357348526672145e-11	Bacteria metatranscriptome
Brevefilum fermentans	Factor1	-2.3949743087286573e-9	Bacteria metatranscriptome
Brevibacillus brevis	Factor1	6.722318320632302e-11	Bacteria metatranscriptome
Brevibacillus laterosporus	Factor1	-1.1990151869104404e-9	Bacteria metatranscriptome
Buchnera aphidicola	Factor1	-2.286497312401298e-9	Bacteria metatranscriptome
Burkholderia pseudomallei	Factor1	5.418302485881085e-6	Bacteria metatranscriptome
Burkholderia sp. MSMB617WGS	Factor1	-1.0688514796511271e-9	Bacteria metatranscriptome
Butyricimonas faecalis	Factor1	-1.5426725950983512e-9	Bacteria metatranscriptome
Butyrivibrio hungatei	Factor1	-3.1847732526952056e-10	Bacteria metatranscriptome
Calditerrivibrio nitroreducens	Factor1	-1.3445878497122637e-9	Bacteria metatranscriptome
Calothrix brevissima	Factor1	-9.064788428808154e-10	Bacteria metatranscriptome
Campylobacter concisus	Factor1	-2.760231663433715e-7	Bacteria metatranscriptome
Campylobacter helveticus	Factor1	1.1405106334084251e-10	Bacteria metatranscriptome
Campylobacter jejuni	Factor1	-2.131757116101764e-9	Bacteria metatranscriptome
Campylobacter showae	Factor1	-1.7913800263319333e-8	Bacteria metatranscriptome
Candidatus Azobacteroides pseudotrichonymphae	Factor1	-9.987671646959654e-10	Bacteria metatranscriptome
Candidatus Carsonella ruddii	Factor1	-3.2701863640223003e-9	Bacteria metatranscriptome
Candidatus Erwinia haradaeae	Factor1	-1.2729826125455182e-9	Bacteria metatranscriptome
Candidatus Gullanella endobia	Factor1	-1.7261009141312025e-7	Bacteria metatranscriptome
Candidatus Kinetoplastibacterium desouzaii	Factor1	5.755076719067165e-10	Bacteria metatranscriptome
Candidatus Methylospira mobilis	Factor1	-5.486037785544216e-10	Bacteria metatranscriptome
Candidatus Nucleicultrix amoebiphila	Factor1	3.1008081599404135e-9	Bacteria metatranscriptome
Candidatus Pelagibacter sp. FZCC0015	Factor1	-1.3767826479422125e-10	Bacteria metatranscriptome
Candidatus Promineofilum breve	Factor1	-1.2069301778581753e-10	Bacteria metatranscriptome
Candidatus Sodalis pierantonius	Factor1	-2.4173927995607418e-8	Bacteria metatranscriptome
Candidatus Sulcia muelleri	Factor1	-1.7448299164196278e-9	Bacteria metatranscriptome
Capnocytophaga endodontalis	Factor1	-3.1274575926167355e-9	Bacteria metatranscriptome
Capnocytophaga gingivalis	Factor1	-1.330144188924578e-7	Bacteria metatranscriptome
Capnocytophaga leadbetteri	Factor1	-1.1046066991568846e-8	Bacteria metatranscriptome
Capnocytophaga sp. FDAARGOS_737	Factor1	-1.3637368665376967e-8	Bacteria metatranscriptome
Capnocytophaga sp. oral taxon 878	Factor1	5.294099601933055e-9	Bacteria metatranscriptome
Capnocytophaga sputigena	Factor1	-1.9216660348113503e-7	Bacteria metatranscriptome
Caulobacter mirabilis	Factor1	1.5385017855912896e-9	Bacteria metatranscriptome
Caulobacter rhizosphaerae	Factor1	-3.510682708556553e-10	Bacteria metatranscriptome
Cellulomonas sp. 40-2	Factor1	1.0897747922570923e-10	Bacteria metatranscriptome
Cellulophaga lytica	Factor1	5.473206000669081e-10	Bacteria metatranscriptome
Chitinophaga pinensis	Factor1	-1.7289147387862983e-10	Bacteria metatranscriptome
Chlorobaculum parvum	Factor1	1.5009632225945262e-12	Bacteria metatranscriptome
Chlorobaculum tepidum	Factor1	3.345778171061953e-7	Bacteria metatranscriptome
Chloroflexus aurantiacus	Factor1	1.8980778616909413e-9	Bacteria metatranscriptome
Chryseobacterium camelliae	Factor1	-1.8651677662990288e-9	Bacteria metatranscriptome
Chryseobacterium gleum	Factor1	-1.8041611397103857e-10	Bacteria metatranscriptome
Chryseobacterium indologenes	Factor1	-4.782794172152681e-10	Bacteria metatranscriptome
Chryseobacterium nakagawai	Factor1	-3.321766731241206e-10	Bacteria metatranscriptome
Chryseobacterium shandongense	Factor1	-1.7402428176670215e-10	Bacteria metatranscriptome
Chryseobacterium sp. 17S1E7	Factor1	8.240812645724711e-10	Bacteria metatranscriptome
Chryseobacterium sp. G0201	Factor1	1.4770104664689142e-10	Bacteria metatranscriptome
Citrobacter sp. TSA-1	Factor1	-1.9702714156910927e-9	Bacteria metatranscriptome
Cloacibacterium normanense	Factor1	-7.0051323580677635e-9	Bacteria metatranscriptome
Clostridiaceae bacterium 14S0207	Factor1	-6.432850743710392e-10	Bacteria metatranscriptome
Clostridioides difficile	Factor1	-1.3204021944703336e-9	Bacteria metatranscriptome
Clostridium baratii	Factor1	3.395353889749922e-10	Bacteria metatranscriptome
Clostridium bornimense	Factor1	-3.258185572593574e-10	Bacteria metatranscriptome
Clostridium botulinum	Factor1	-7.538975936860652e-8	Bacteria metatranscriptome
Clostridium formicaceticum	Factor1	-5.756140193517991e-12	Bacteria metatranscriptome
Clostridium kluyveri	Factor1	-1.4341997122411657e-9	Bacteria metatranscriptome
Clostridium pasteurianum	Factor1	3.933947296353977e-10	Bacteria metatranscriptome
Clostridium perfringens	Factor1	1.288568903844247e-9	Bacteria metatranscriptome
Clostridium saccharobutylicum	Factor1	-3.5211677756766657e-10	Bacteria metatranscriptome
Clostridium sp. DL-VIII	Factor1	-1.7972402199634876e-10	Bacteria metatranscriptome
Clostridium sp. JN-9	Factor1	1.7118717985075087e-9	Bacteria metatranscriptome
Clostridium tetani	Factor1	-1.5072188211381511e-9	Bacteria metatranscriptome
Cohnella abietis	Factor1	-9.331370177105675e-10	Bacteria metatranscriptome
Collimonas fungivorans	Factor1	9.263328619295487e-10	Bacteria metatranscriptome
Colwellia psychrerythraea	Factor1	-2.8499683972056757e-9	Bacteria metatranscriptome
Comamonas kerstersii	Factor1	-3.27569066967155e-9	Bacteria metatranscriptome
Comamonas serinivorans	Factor1	-6.697949614002155e-10	Bacteria metatranscriptome
Comamonas testosteroni	Factor1	3.3206844233336735e-9	Bacteria metatranscriptome
Corynebacterium casei	Factor1	4.4992301062531923e-10	Bacteria metatranscriptome
Corynebacterium kroppenstedtii	Factor1	-4.737205114905844e-9	Bacteria metatranscriptome
Corynebacterium segmentosum	Factor1	-2.858321850359808e-9	Bacteria metatranscriptome
Crocosphaera subtropica	Factor1	-1.550417212513425e-10	Bacteria metatranscriptome
Cupriavidus basilensis	Factor1	-3.033201411115697e-9	Bacteria metatranscriptome
Cupriavidus gilardii	Factor1	-2.8121227550942146e-9	Bacteria metatranscriptome
Cupriavidus oxalaticus	Factor1	1.3091821278194488e-8	Bacteria metatranscriptome
Cupriavidus taiwanensis	Factor1	2.5711721105214274e-10	Bacteria metatranscriptome
Cutibacterium acnes	Factor1	-3.193617400603636e-7	Bacteria metatranscriptome
Cutibacterium granulosum	Factor1	-1.7982849695630362e-9	Bacteria metatranscriptome
Cyanobium sp. NIES-981	Factor1	4.573134773092153e-8	Bacteria metatranscriptome
Cystobacter fuscus	Factor1	8.348833314818986e-10	Bacteria metatranscriptome
Delftia tsuruhatensis	Factor1	1.0526901172201626e-10	Bacteria metatranscriptome
Desulfobacter postgatei	Factor1	1.5582672733695828e-9	Bacteria metatranscriptome
Desulfomonile tiedjei	Factor1	5.28614037015775e-11	Bacteria metatranscriptome
Dolosigranulum pigrum	Factor1	-4.940503126498746e-9	Bacteria metatranscriptome
Edwardsiella tarda	Factor1	6.230428361658142e-10	Bacteria metatranscriptome
Eikenella corrodens	Factor1	-2.189022698313819e-9	Bacteria metatranscriptome
Elizabethkingia meningoseptica	Factor1	5.474848168730476e-11	Bacteria metatranscriptome
Empedobacter brevis	Factor1	-6.106072009690682e-10	Bacteria metatranscriptome
Enterobacter cloacae	Factor1	-6.217836765589915e-10	Bacteria metatranscriptome
Enterobacter hormaechei	Factor1	-2.952405427544218e-8	Bacteria metatranscriptome
Enterocloster bolteae	Factor1	-1.848389607348481e-9	Bacteria metatranscriptome
Enterococcus faecalis	Factor1	7.776106255277995e-11	Bacteria metatranscriptome
Enterococcus faecium	Factor1	4.634736230192309e-11	Bacteria metatranscriptome
Enterococcus wangshanyuanii	Factor1	3.9644005025866227e-10	Bacteria metatranscriptome
Epibacterium mobile	Factor1	1.6356109761510191e-9	Bacteria metatranscriptome
Erwinia persicina	Factor1	-2.5616431289909145e-9	Bacteria metatranscriptome
Escherichia coli	Factor1	9.080211807098574e-6	Bacteria metatranscriptome
Escherichia fergusonii	Factor1	-9.930209928261416e-10	Bacteria metatranscriptome
Eubacterium limosum	Factor1	-3.4690675728474183e-10	Bacteria metatranscriptome
Faecalibacterium prausnitzii	Factor1	3.386228938594965e-9	Bacteria metatranscriptome
Fermentimonas caenicola	Factor1	-1.7328035772685063e-8	Bacteria metatranscriptome
Fervidobacterium pennivorans	Factor1	-4.335679001547437e-10	Bacteria metatranscriptome
Filimonas lacunae	Factor1	1.743283201734264e-10	Bacteria metatranscriptome
Fischerella sp. NIES-4106	Factor1	8.887900424274547e-11	Bacteria metatranscriptome
Flagellimonas maritima	Factor1	9.908806252099476e-11	Bacteria metatranscriptome
Flammeovirga pectinis	Factor1	1.0317872777959644e-10	Bacteria metatranscriptome
Flammeovirgaceae bacterium 311	Factor1	-1.7518298204427346e-8	Bacteria metatranscriptome
Flavihumibacter sp. SB-02	Factor1	5.039743553916221e-9	Bacteria metatranscriptome
Flavisolibacter sp. 17J28-1	Factor1	-4.820638718442011e-10	Bacteria metatranscriptome
Flavisolibacter tropicus	Factor1	3.7675276337922906e-10	Bacteria metatranscriptome
Flavobacteriaceae bacterium 10Alg115	Factor1	-3.7688669684301164e-10	Bacteria metatranscriptome
Flavobacteriaceae bacterium MAR_2010_188	Factor1	8.055219294778061e-8	Bacteria metatranscriptome
Flavobacterium album	Factor1	3.1695175034815315e-10	Bacteria metatranscriptome
Flavobacterium anhuiense	Factor1	2.9179103625187565e-10	Bacteria metatranscriptome
Flavobacterium columnare	Factor1	-7.683999452383588e-10	Bacteria metatranscriptome
Flavobacterium gilvum	Factor1	-4.949536543248985e-10	Bacteria metatranscriptome
Flavobacterium haoranii	Factor1	-1.157474500331659e-9	Bacteria metatranscriptome
Flavobacterium indicum	Factor1	1.1573226400344842e-9	Bacteria metatranscriptome
Flavobacterium johnsoniae	Factor1	4.510912035128479e-10	Bacteria metatranscriptome
Flavobacterium nackdongense	Factor1	8.953908211124432e-10	Bacteria metatranscriptome
Flavobacterium sp. CJ74	Factor1	-3.6613992609635595e-10	Bacteria metatranscriptome
Formosa sediminum	Factor1	-4.4145061019110557e-11	Bacteria metatranscriptome
Formosa sp. L2A11	Factor1	-5.01139109021371e-10	Bacteria metatranscriptome
Frederiksenia canicola	Factor1	-6.511080834866602e-9	Bacteria metatranscriptome
Fusobacterium hwasookii	Factor1	2.222366705773356e-9	Bacteria metatranscriptome
Fusobacterium necrophorum	Factor1	-3.5355653641652616e-10	Bacteria metatranscriptome
Fusobacterium nucleatum	Factor1	-2.3900744096076205e-7	Bacteria metatranscriptome
Fusobacterium periodonticum	Factor1	-5.230528845635257e-9	Bacteria metatranscriptome
Fusobacterium pseudoperiodonticum	Factor1	-4.3620828096261993e-7	Bacteria metatranscriptome
Fusobacterium sp. oral taxon 203	Factor1	-3.1090139312481887e-10	Bacteria metatranscriptome
Fusobacterium varium	Factor1	-1.691650453059811e-10	Bacteria metatranscriptome
Gallibacterium anatis	Factor1	-3.970849032672656e-6	Bacteria metatranscriptome
Gardnerella vaginalis	Factor1	-2.8477869876572733e-9	Bacteria metatranscriptome
Gemella haemolysans	Factor1	-6.638143121117725e-6	Bacteria metatranscriptome
Gemella morbillorum	Factor1	-2.4322799146348438e-8	Bacteria metatranscriptome
Gemella sanguinis	Factor1	-1.1111464249277104e-7	Bacteria metatranscriptome
Geobacter pickeringii	Factor1	1.3696257802398143e-9	Bacteria metatranscriptome
Geosporobacter ferrireducens	Factor1	2.4145775742076504e-10	Bacteria metatranscriptome
Gilliamella apicola	Factor1	2.767645537188839e-10	Bacteria metatranscriptome
Glaesserella parasuis	Factor1	-1.3244976390378288e-8	Bacteria metatranscriptome
Glycocaulis alkaliphilus	Factor1	1.4891335204588395e-9	Bacteria metatranscriptome
Gramella forsetii	Factor1	4.6832164136304576e-11	Bacteria metatranscriptome
Gramella salexigens	Factor1	9.128894662822314e-10	Bacteria metatranscriptome
Haemophilus haemolyticus	Factor1	1.2852565235822538e-8	Bacteria metatranscriptome
Haemophilus influenzae	Factor1	-2.7799416579657006e-6	Bacteria metatranscriptome
Haemophilus parahaemolyticus	Factor1	-2.465398786080056e-5	Bacteria metatranscriptome
Haemophilus parainfluenzae	Factor1	-2.947885562410779e-8	Bacteria metatranscriptome
Haemophilus pittmaniae	Factor1	-1.4942896947900601e-9	Bacteria metatranscriptome
Haemophilus sp. oral taxon 036	Factor1	-7.84479313483161e-9	Bacteria metatranscriptome
Haliangium ochraceum	Factor1	-1.039418883034613e-9	Bacteria metatranscriptome
Haliscomenobacter hydrossis	Factor1	-8.724102885152221e-10	Bacteria metatranscriptome
Halobacteriovorax sp. BALOs_7	Factor1	1.5757900713575116e-9	Bacteria metatranscriptome
Halomonas sp. BC-M4-5	Factor1	2.8797930199609477e-10	Bacteria metatranscriptome
Halomonas sp. GFAJ-1	Factor1	-1.1744063614395542e-9	Bacteria metatranscriptome
Halomonas sp. JS92-SW72	Factor1	-1.307484041632162e-6	Bacteria metatranscriptome
Helicobacter himalayensis	Factor1	-5.708741198073578e-10	Bacteria metatranscriptome
Helicobacter pylori	Factor1	-5.070449456459696e-10	Bacteria metatranscriptome
Histophilus somni	Factor1	-1.4293616168371875e-8	Bacteria metatranscriptome
Hungateiclostridium clariflavum	Factor1	1.209344451866297e-9	Bacteria metatranscriptome
Hydrogenophaga sp. BA0156	Factor1	1.489036814993372e-9	Bacteria metatranscriptome
Hydrogenophaga sp. NH-16	Factor1	1.7167033447245736e-5	Bacteria metatranscriptome
Hydrogenophaga sp. PBC	Factor1	-1.9281990004112917e-9	Bacteria metatranscriptome
Hydrogenophaga sp. PBL-H3	Factor1	2.598137679637598e-9	Bacteria metatranscriptome
Hymenobacter sp. DG25A	Factor1	3.367445170364726e-8	Bacteria metatranscriptome
Hymenobacter sp. HDW8	Factor1	-7.576738041436086e-10	Bacteria metatranscriptome
Hypericibacter terrae	Factor1	-1.1475143523117187e-10	Bacteria metatranscriptome
Hyphomicrobium nitrativorans	Factor1	-1.0211646565900719e-9	Bacteria metatranscriptome
Hyphomonas sp. Mor2	Factor1	1.3146478472417527e-9	Bacteria metatranscriptome
Ignavibacterium album	Factor1	-5.065520536827453e-10	Bacteria metatranscriptome
Ilyobacter polytropus	Factor1	-1.649840035442863e-9	Bacteria metatranscriptome
Inhella inkyongensis	Factor1	3.0029187667175705e-8	Bacteria metatranscriptome
Janthinobacterium agaricidamnosum	Factor1	1.0783343299235487e-9	Bacteria metatranscriptome
Janthinobacterium sp. LM6	Factor1	-3.621517971240125e-11	Bacteria metatranscriptome
Jeotgalibaca porci	Factor1	4.051361098201606e-10	Bacteria metatranscriptome
Kangiella koreensis	Factor1	1.398207308471572e-10	Bacteria metatranscriptome
Kingella kingae	Factor1	-1.2028128456731193e-9	Bacteria metatranscriptome
Kitasatospora setae	Factor1	5.300247785433603e-10	Bacteria metatranscriptome
Klebsiella pneumoniae	Factor1	2.889514785713356e-5	Bacteria metatranscriptome
Kocuria flava	Factor1	-4.404371956908961e-10	Bacteria metatranscriptome
Kribbella flavida	Factor1	-6.395076849534484e-10	Bacteria metatranscriptome
Labilibaculum antarcticum	Factor1	-6.9976492162264355e-9	Bacteria metatranscriptome
Lachnoanaerobaculum umeaense	Factor1	-1.4481087249063463e-6	Bacteria metatranscriptome
Lachnospira eligens	Factor1	-3.989721004685728e-9	Bacteria metatranscriptome
Lachnospiraceae bacterium GAM79	Factor1	-5.938076937910878e-9	Bacteria metatranscriptome
Lachnospiraceae bacterium KM106-2	Factor1	-4.691765124008358e-10	Bacteria metatranscriptome
