feature	factor	value	view
Bacteroides vulgatus	Factor1	-4.5881495254797734e-9	Bacteria metatranscriptome
Barnesiella viscericola	Factor1	-3.861733387810473e-9	Bacteria metatranscriptome
Bartonella bacilliformis	Factor1	-1.3118851103813834e-9	Bacteria metatranscriptome
Bdellovibrio bacteriovorus	Factor1	-2.0074042375087493e-9	Bacteria metatranscriptome
Belliella baltica	Factor1	-1.426737965663987e-9	Bacteria metatranscriptome
Bergeyella cardium	Factor1	-1.815125658398395e-8	Bacteria metatranscriptome
Bernardetia litoralis	Factor1	-1.5384749019827442e-10	Bacteria metatranscriptome
Bibersteinia trehalosi	Factor1	-6.87854463823308e-10	Bacteria metatranscriptome
Bifidobacterium longum	Factor1	-5.361756137356989e-10	Bacteria metatranscriptome
Blautia producta	Factor1	-1.1682173738434112e-9	Bacteria metatranscriptome
Bordetella holmesii	Factor1	-2.2801907825313525e-8	Bacteria metatranscriptome
Bordetella trematum	Factor1	7.823356826188015e-10	Bacteria metatranscriptome
Borrelia hermsii	Factor1	-1.1190748512325202e-9	Bacteria metatranscriptome
Bradymonadales bacterium V1718	Factor1	-2.2141576539129537e-8	Bacteria metatranscriptome
Bradyrhizobium oligotrophicum	Factor1	-5.190198143729342e-10	Bacteria metatranscriptome
Bradyrhizobium sp. SK17	Factor1	1.4677095158537134e-9	Bacteria metatranscriptome
Brevefilum fermentans	Factor1	1.9659321843492175e-9	Bacteria metatranscriptome
Brevibacillus brevis	Factor1	-1.996737596271941e-10	Bacteria metatranscriptome
Brevibacillus laterosporus	Factor1	-7.555933370551889e-10	Bacteria metatranscriptome
Buchnera aphidicola	Factor1	-1.267042668733598e-9	Bacteria metatranscriptome
Burkholderia pseudomallei	Factor1	1.130423536413123e-4	Bacteria metatranscriptome
Burkholderia sp. MSMB617WGS	Factor1	-5.684011893205026e-10	Bacteria metatranscriptome
Butyricimonas faecalis	Factor1	-1.7331772472447455e-9	Bacteria metatranscriptome
Calditerrivibrio nitroreducens	Factor1	-7.409211202427884e-10	Bacteria metatranscriptome
Calothrix brevissima	Factor1	-5.932044793513298e-10	Bacteria metatranscriptome
Campylobacter concisus	Factor1	-1.2580244092543745e-8	Bacteria metatranscriptome
Campylobacter helveticus	Factor1	1.7580036382631508e-10	Bacteria metatranscriptome
Candidatus Azobacteroides pseudotrichonymphae	Factor1	-6.559378297663051e-10	Bacteria metatranscriptome
Candidatus Carsonella ruddii	Factor1	-2.1028089941260754e-10	Bacteria metatranscriptome
Candidatus Erwinia haradaeae	Factor1	-1.4081074717583698e-9	Bacteria metatranscriptome
Candidatus Gullanella endobia	Factor1	-1.105432932230307e-8	Bacteria metatranscriptome
Candidatus Nucleicultrix amoebiphila	Factor1	-4.0971669447308765e-9	Bacteria metatranscriptome
Candidatus Pelagibacter sp. FZCC0015	Factor1	-4.973168681127347e-9	Bacteria metatranscriptome
Candidatus Promineofilum breve	Factor1	9.574939087826831e-11	Bacteria metatranscriptome
Capnocytophaga endodontalis	Factor1	1.4710140608477337e-9	Bacteria metatranscriptome
Capnocytophaga gingivalis	Factor1	-3.9377209362909836e-8	Bacteria metatranscriptome
Capnocytophaga leadbetteri	Factor1	-2.8592129819285534e-10	Bacteria metatranscriptome
Capnocytophaga sp. FDAARGOS_737	Factor1	-6.180730833024794e-10	Bacteria metatranscriptome
Capnocytophaga sputigena	Factor1	1.0110675607656861e-7	Bacteria metatranscriptome
Caulobacter mirabilis	Factor1	7.399646045748971e-10	Bacteria metatranscriptome
Cellulophaga lytica	Factor1	-7.81527770977111e-10	Bacteria metatranscriptome
Chlorobaculum parvum	Factor1	-6.342866306004949e-10	Bacteria metatranscriptome
Chlorobaculum tepidum	Factor1	-9.237437844704937e-9	Bacteria metatranscriptome
Chloroflexus aurantiacus	Factor1	-1.7513234146869718e-10	Bacteria metatranscriptome
Chryseobacterium indologenes	Factor1	-6.562362112078335e-10	Bacteria metatranscriptome
Chryseobacterium sp. 17S1E7	Factor1	-1.8211639265586512e-9	Bacteria metatranscriptome
Cloacibacterium normanense	Factor1	-6.438683288325891e-10	Bacteria metatranscriptome
Clostridiaceae bacterium 14S0207	Factor1	-5.569422591615444e-10	Bacteria metatranscriptome
Clostridioides difficile	Factor1	-2.2525297475561455e-9	Bacteria metatranscriptome
Clostridium bornimense	Factor1	6.444782700008191e-10	Bacteria metatranscriptome
Clostridium botulinum	Factor1	9.325616216861207e-9	Bacteria metatranscriptome
Clostridium kluyveri	Factor1	-2.1035742490569845e-10	Bacteria metatranscriptome
Clostridium perfringens	Factor1	-3.2656480431951792e-9	Bacteria metatranscriptome
Clostridium saccharobutylicum	Factor1	-8.926189617414749e-10	Bacteria metatranscriptome
Clostridium sp. JN-9	Factor1	-1.2854413807218046e-9	Bacteria metatranscriptome
Clostridium tetani	Factor1	-4.4421337692622096e-10	Bacteria metatranscriptome
Collimonas fungivorans	Factor1	-3.332510927222712e-10	Bacteria metatranscriptome
Colwellia psychrerythraea	Factor1	-2.4504224646391967e-9	Bacteria metatranscriptome
Comamonas kerstersii	Factor1	-6.980720982461313e-9	Bacteria metatranscriptome
Comamonas serinivorans	Factor1	-5.851095212881186e-10	Bacteria metatranscriptome
Comamonas testosteroni	Factor1	-1.0399459255673785e-9	Bacteria metatranscriptome
Corynebacterium matruchotii	Factor1	-9.04698996976887e-10	Bacteria metatranscriptome
Corynebacterium segmentosum	Factor1	-2.2116473630405324e-9	Bacteria metatranscriptome
Cupriavidus basilensis	Factor1	-5.2277408446569756e-9	Bacteria metatranscriptome
Cupriavidus gilardii	Factor1	-2.02066617947931e-9	Bacteria metatranscriptome
Cupriavidus oxalaticus	Factor1	-9.92865903355088e-8	Bacteria metatranscriptome
Cupriavidus taiwanensis	Factor1	4.4957370050991613e-10	Bacteria metatranscriptome
Cutibacterium acnes	Factor1	3.6415445508339743e-9	Bacteria metatranscriptome
Cutibacterium granulosum	Factor1	-1.4186631938307643e-9	Bacteria metatranscriptome
Cyanobium sp. NIES-981	Factor1	-3.722494721633895e-8	Bacteria metatranscriptome
Delftia tsuruhatensis	Factor1	-2.3804035675080404e-10	Bacteria metatranscriptome
Desulfobacter postgatei	Factor1	-1.7222113328173004e-9	Bacteria metatranscriptome
Diaphorobacter polyhydroxybutyrativorans	Factor1	-7.917665604143248e-11	Bacteria metatranscriptome
Dolosigranulum pigrum	Factor1	-1.199271492321022e-9	Bacteria metatranscriptome
Edwardsiella tarda	Factor1	-7.619022447479653e-9	Bacteria metatranscriptome
Enterobacter cloacae	Factor1	-2.841967370511755e-10	Bacteria metatranscriptome
Enterobacter hormaechei	Factor1	5.732965458956236e-8	Bacteria metatranscriptome
Enterocloster bolteae	Factor1	-5.694837279111358e-10	Bacteria metatranscriptome
Enterococcus faecalis	Factor1	-7.513672802233788e-10	Bacteria metatranscriptome
Enterococcus faecium	Factor1	-5.085050541372356e-10	Bacteria metatranscriptome
Epibacterium mobile	Factor1	-1.3633150950645875e-9	Bacteria metatranscriptome
Erwinia persicina	Factor1	-2.635421505177698e-9	Bacteria metatranscriptome
Escherichia coli	Factor1	3.4914680651237905e-6	Bacteria metatranscriptome
Escherichia fergusonii	Factor1	-9.142682266928363e-10	Bacteria metatranscriptome
Faecalibacterium prausnitzii	Factor1	-1.6787478985054114e-9	Bacteria metatranscriptome
Fermentimonas caenicola	Factor1	-6.971949460855242e-9	Bacteria metatranscriptome
Filimonas lacunae	Factor1	-4.443026273889076e-10	Bacteria metatranscriptome
Flagellimonas maritima	Factor1	8.88708040861875e-10	Bacteria metatranscriptome
Flammeovirga pectinis	Factor1	-4.72598284023296e-10	Bacteria metatranscriptome
Flammeovirgaceae bacterium 311	Factor1	-1.9468359757960743e-9	Bacteria metatranscriptome
Flavihumibacter sp. SB-02	Factor1	6.092296623338083e-10	Bacteria metatranscriptome
Flavobacteriaceae bacterium 10Alg115	Factor1	-1.057477336915967e-9	Bacteria metatranscriptome
Flavobacteriaceae bacterium MAR_2010_188	Factor1	-7.213706034939941e-8	Bacteria metatranscriptome
Flavobacterium album	Factor1	-1.4200493324589999e-10	Bacteria metatranscriptome
Flavobacterium columnare	Factor1	-1.6175097459418863e-9	Bacteria metatranscriptome
Flavobacterium haoranii	Factor1	-1.7463074357185395e-9	Bacteria metatranscriptome
Fusobacterium necrophorum	Factor1	-5.239211936869062e-10	Bacteria metatranscriptome
Fusobacterium nucleatum	Factor1	-5.326653502401845e-8	Bacteria metatranscriptome
Fusobacterium pseudoperiodonticum	Factor1	-3.672722997800816e-8	Bacteria metatranscriptome
Fusobacterium sp. oral taxon 203	Factor1	-1.7968930322965715e-10	Bacteria metatranscriptome
Fusobacterium varium	Factor1	-1.2511779345451086e-9	Bacteria metatranscriptome
Gallibacterium anatis	Factor1	0.019166785688166158	Bacteria metatranscriptome
Gardnerella vaginalis	Factor1	-2.829881678287803e-9	Bacteria metatranscriptome
Gemella haemolysans	Factor1	-5.2963088634110335e-8	Bacteria metatranscriptome
Gemella morbillorum	Factor1	-7.783619912247011e-9	Bacteria metatranscriptome
Gemella sanguinis	Factor1	-3.397040740698682e-8	Bacteria metatranscriptome
Geobacter pickeringii	Factor1	-4.766624822443824e-10	Bacteria metatranscriptome
Geosporobacter ferrireducens	Factor1	-1.2421804486158064e-9	Bacteria metatranscriptome
Glaesserella parasuis	Factor1	3.5690058096845985e-9	Bacteria metatranscriptome
Glycocaulis alkaliphilus	Factor1	-1.7136112174131545e-11	Bacteria metatranscriptome
Gramella forsetii	Factor1	-2.7163461795983267e-10	Bacteria metatranscriptome
Haemophilus haemolyticus	Factor1	-6.900843828397601e-8	Bacteria metatranscriptome
Haemophilus influenzae	Factor1	-1.2742005264514341e-8	Bacteria metatranscriptome
Haemophilus parahaemolyticus	Factor1	1.6972816606665786e-8	Bacteria metatranscriptome
Haemophilus parainfluenzae	Factor1	1.4252729089988037e-8	Bacteria metatranscriptome
Haemophilus pittmaniae	Factor1	-1.1548505344249584e-8	Bacteria metatranscriptome
Haemophilus sp. oral taxon 036	Factor1	-1.1728758001028404e-7	Bacteria metatranscriptome
Haliangium ochraceum	Factor1	-6.677642420956177e-10	Bacteria metatranscriptome
Halobacteriovorax sp. BALOs_7	Factor1	-5.266017011447133e-10	Bacteria metatranscriptome
Halomonas sp. GFAJ-1	Factor1	-1.2568119950385988e-9	Bacteria metatranscriptome
Halomonas sp. JS92-SW72	Factor1	7.578865128547122e-7	Bacteria metatranscriptome
Helicobacter himalayensis	Factor1	-1.1450423272778126e-9	Bacteria metatranscriptome
Helicobacter pylori	Factor1	-1.2472309021565073e-9	Bacteria metatranscriptome
Histophilus somni	Factor1	1.4050477092372552e-10	Bacteria metatranscriptome
Hydrogenophaga sp. BA0156	Factor1	4.036666511681267e-10	Bacteria metatranscriptome
Hydrogenophaga sp. NH-16	Factor1	2.367251350462115e-9	Bacteria metatranscriptome
Hymenobacter sp. DG25A	Factor1	1.0592405196948168e-8	Bacteria metatranscriptome
Hymenobacter sp. HDW8	Factor1	-7.448224384643168e-10	Bacteria metatranscriptome
Hypericibacter terrae	Factor1	-9.33625661861132e-10	Bacteria metatranscriptome
Hyphomonas sp. Mor2	Factor1	-8.077100244313487e-10	Bacteria metatranscriptome
Ilyobacter polytropus	Factor1	-9.221677584392798e-11	Bacteria metatranscriptome
Inhella inkyongensis	Factor1	-1.0960424712328636e-10	Bacteria metatranscriptome
Janthinobacterium agaricidamnosum	Factor1	3.9650097720009744e-10	Bacteria metatranscriptome
Janthinobacterium sp. LM6	Factor1	7.603577735525771e-10	Bacteria metatranscriptome
Kangiella koreensis	Factor1	-2.5995656881963914e-9	Bacteria metatranscriptome
Klebsiella pneumoniae	Factor1	0.004694652015688719	Bacteria metatranscriptome
Kocuria flava	Factor1	-2.2607275476406673e-10	Bacteria metatranscriptome
Labilibaculum antarcticum	Factor1	-1.9103835092172455e-9	Bacteria metatranscriptome
Lachnoanaerobaculum umeaense	Factor1	-5.381930737809776e-8	Bacteria metatranscriptome
Lachnospira eligens	Factor1	-1.2212177074179282e-9	Bacteria metatranscriptome
Lachnospiraceae bacterium KM106-2	Factor1	-6.064622052192558e-11	Bacteria metatranscriptome
Lactobacillus acidophilus	Factor1	-9.867927152529387e-12	Bacteria metatranscriptome
Lactobacillus iners	Factor1	-4.5143122182029254e-10	Bacteria metatranscriptome
Lactobacillus salivarius	Factor1	5.835699756383254e-11	Bacteria metatranscriptome
Lactococcus lactis	Factor1	3.1599144089147955e-10	Bacteria metatranscriptome
Lautropia mirabilis	Factor1	-3.601580182295729e-8	Bacteria metatranscriptome
Lawsonella clevelandensis	Factor1	-1.8269505815818004e-9	Bacteria metatranscriptome
Lawsonia intracellularis	Factor1	-1.2105515355489628e-9	Bacteria metatranscriptome
Legionella pneumophila	Factor1	-3.584009427579454e-10	Bacteria metatranscriptome
Legionella spiritensis	Factor1	-1.360489595839713e-9	Bacteria metatranscriptome
Leifsonia sp. PS1209	Factor1	-3.601438347672718e-9	Bacteria metatranscriptome
Lelliottia nimipressuralis	Factor1	-3.3129043542941843e-10	Bacteria metatranscriptome
Leminorella richardii	Factor1	8.029597985195451e-10	Bacteria metatranscriptome
Leptotrichia buccalis	Factor1	7.778633399619754e-10	Bacteria metatranscriptome
Leptotrichia goodfellowii	Factor1	7.420585141130106e-10	Bacteria metatranscriptome
Leptotrichia hofstadii	Factor1	-2.2875649984567626e-10	Bacteria metatranscriptome
Leptotrichia shahii	Factor1	2.1930728615292833e-9	Bacteria metatranscriptome
Leptotrichia sp. oral taxon 212	Factor1	-2.700082577925958e-8	Bacteria metatranscriptome
Leptotrichia sp. oral taxon 847	Factor1	4.0520953425175986e-10	Bacteria metatranscriptome
Leptotrichia wadei	Factor1	-1.632751386335998e-8	Bacteria metatranscriptome
Lonsdalea britannica	Factor1	-4.155475843103174e-9	Bacteria metatranscriptome
Lysinibacillus sphaericus	Factor1	-1.0776859480504112e-9	Bacteria metatranscriptome
Lysobacter maris	Factor1	-6.4071605802527816e-9	Bacteria metatranscriptome
Macrococcus caseolyticus	Factor1	6.583803969778017e-10	Bacteria metatranscriptome
Magnetospirillum magneticum	Factor1	-2.133373806486114e-11	Bacteria metatranscriptome
Mannheimia granulomatis	Factor1	-3.1833045362261025e-9	Bacteria metatranscriptome
Mannheimia haemolytica	Factor1	8.988865031958183e-9	Bacteria metatranscriptome
Mannheimia varigena	Factor1	6.882153938715292e-9	Bacteria metatranscriptome
Marivirga tractuosa	Factor1	-2.922651122418088e-10	Bacteria metatranscriptome
Martelella mediterranea	Factor1	-3.821135838575937e-10	Bacteria metatranscriptome
Massilia putida	Factor1	-7.792198806135142e-10	Bacteria metatranscriptome
Megasphaera elsdenii	Factor1	-1.5081267855564447e-9	Bacteria metatranscriptome
Meiothermus silvanus	Factor1	1.2950316487962383e-9	Bacteria metatranscriptome
Mesorhizobium oceanicum	Factor1	-4.10931455709275e-9	Bacteria metatranscriptome
Mesorhizobium sp. M9A.F.Ca.ET.002.03.1.2	Factor1	-1.1404147571533184e-9	Bacteria metatranscriptome
Methylacidiphilum kamchatkense	Factor1	-7.342172290517178e-10	Bacteria metatranscriptome
Methylibium petroleiphilum	Factor1	1.9691107025926404e-11	Bacteria metatranscriptome
Methylophilus sp. TWE2	Factor1	-2.3246696033550833e-9	Bacteria metatranscriptome
Microcystis aeruginosa	Factor1	-8.996752154260236e-10	Bacteria metatranscriptome
Minicystis rosea	Factor1	-3.5488484291073465e-10	Bacteria metatranscriptome
Mogibacterium diversum	Factor1	-6.275808497094568e-9	Bacteria metatranscriptome
Moraxella catarrhalis	Factor1	-7.869982452182358e-9	Bacteria metatranscriptome
Moraxella osloensis	Factor1	1.3459265818862197e-8	Bacteria metatranscriptome
Muribaculum sp. TLL-A4	Factor1	-7.56573235085652e-9	Bacteria metatranscriptome
Mycobacterium tuberculosis	Factor1	-4.359708565372657e-9	Bacteria metatranscriptome
Mycoplasma anseris	Factor1	-6.978162374382491e-10	Bacteria metatranscriptome
Mycoplasma sp. (ex Biomphalaria glabrata)	Factor1	-5.033174191052813e-10	Bacteria metatranscriptome
Neisseria cinerea	Factor1	1.0238822609156264e-9	Bacteria metatranscriptome
Neisseria flavescens	Factor1	-8.676239339622229e-9	Bacteria metatranscriptome
Neisseria gonorrhoeae	Factor1	9.296415153725552e-6	Bacteria metatranscriptome
Neisseria meningitidis	Factor1	2.6584658363799784e-8	Bacteria metatranscriptome
Neisseria mucosa	Factor1	3.7145486319842766e-8	Bacteria metatranscriptome
Neisseria sp. 10022	Factor1	1.0779318521087843e-10	Bacteria metatranscriptome
Neisseria sp. oral taxon 014	Factor1	-2.964086383722095e-9	Bacteria metatranscriptome
Neisseria subflava	Factor1	-6.613450168739156e-8	Bacteria metatranscriptome
Neisseria zalophi	Factor1	-6.25297573367663e-9	Bacteria metatranscriptome
Niastella koreensis	Factor1	-1.673341585336302e-9	Bacteria metatranscriptome
Nitrosomonas ureae	Factor1	6.621291616810062e-10	Bacteria metatranscriptome
Nocardia nova	Factor1	5.2874206112451416e-11	Bacteria metatranscriptome
Nonlabens spongiae	Factor1	-2.4208155586167265e-9	Bacteria metatranscriptome
Nonomuraea sp. ATCC 55076	Factor1	-7.189294576913285e-10	Bacteria metatranscriptome
Nostoc punctiforme	Factor1	-6.086669368788192e-9	Bacteria metatranscriptome
Nostoc sp. NIES-4103	Factor1	-5.845709958648362e-10	Bacteria metatranscriptome
Noviherbaspirillum sp. UKPF54	Factor1	-4.5978234395573203e-10	Bacteria metatranscriptome
Odoribacter splanchnicus	Factor1	-1.1970845715212838e-8	Bacteria metatranscriptome
Paenalcaligenes hominis	Factor1	-9.036906751111695e-10	Bacteria metatranscriptome
Paeniclostridium sordellii	Factor1	-1.1940392908204956e-9	Bacteria metatranscriptome
Paludibacter propionicigenes	Factor1	-1.4824447854814853e-9	Bacteria metatranscriptome
Pantoea ananatis	Factor1	-1.4104958803587525e-9	Bacteria metatranscriptome
Paraburkholderia rhizoxinica	Factor1	6.989392278274205e-10	Bacteria metatranscriptome
Paraburkholderia terricola	Factor1	-1.4757853295927054e-9	Bacteria metatranscriptome
Paracoccus aminophilus	Factor1	9.840018455635172e-11	Bacteria metatranscriptome
Paracoccus mutanolyticus	Factor1	2.817483239984178e-5	Bacteria metatranscriptome
Paraflavitalea soli	Factor1	-8.214359829166045e-10	Bacteria metatranscriptome
Paraglaciecola sp. L1A13	Factor1	1.810776238833633e-9	Bacteria metatranscriptome
Paraprevotella xylaniphila	Factor1	1.5569004146471245e-9	Bacteria metatranscriptome
Pararhodospirillum photometricum	Factor1	-1.5377522160418032e-9	Bacteria metatranscriptome
Parolsenella catena	Factor1	-2.640372802573769e-9	Bacteria metatranscriptome
Parvimonas micra	Factor1	-3.5614076554101095e-9	Bacteria metatranscriptome
Pasteurella dagmatis	Factor1	7.98128996612774e-10	Bacteria metatranscriptome
Pasteurella multocida	Factor1	0.0023527972356174303	Bacteria metatranscriptome
Pasteurellaceae bacterium RH1A	Factor1	-6.843838532874749e-9	Bacteria metatranscriptome
Paucibacter sp. KCTC 42545	Factor1	-1.7483727001183615e-9	Bacteria metatranscriptome
Pediococcus claussenii	Factor1	-1.7933094107483206e-8	Bacteria metatranscriptome
Petrimonas mucosa	Factor1	-2.8363664435110654e-9	Bacteria metatranscriptome
Photobacterium damselae	Factor1	6.92534888228057e-10	Bacteria metatranscriptome
Planctomycetales bacterium 10988	Factor1	-6.693297785324472e-10	Bacteria metatranscriptome
Planctomycetes bacterium SRT547	Factor1	-1.1894667112713175e-9	Bacteria metatranscriptome
Polaribacter sp. SA4-10	Factor1	-7.784006332851882e-10	Bacteria metatranscriptome
Polaromonas naphthalenivorans	Factor1	-1.7613713320414814e-9	Bacteria metatranscriptome
Polynucleobacter necessarius	Factor1	-2.0742912614137093e-9	Bacteria metatranscriptome
Porphyromonas asaccharolytica	Factor1	-3.820135963278441e-8	Bacteria metatranscriptome
Porphyromonas cangingivalis	Factor1	-4.0742508134647644e-9	Bacteria metatranscriptome
Porphyromonas crevioricanis	Factor1	-9.620116508047293e-9	Bacteria metatranscriptome
Porphyromonas gingivalis	Factor1	-2.3212407715552632e-8	Bacteria metatranscriptome
Prevotella dentalis	Factor1	1.3729091497705943e-8	Bacteria metatranscriptome
Prevotella denticola	Factor1	2.8650553907459386e-9	Bacteria metatranscriptome
Prevotella enoeca	Factor1	1.8499411849013622e-8	Bacteria metatranscriptome
Prevotella fusca	Factor1	1.1540347884751544e-9	Bacteria metatranscriptome
Prevotella intermedia	Factor1	2.7554440556146313e-8	Bacteria metatranscriptome
Prevotella jejuni	Factor1	3.5669199806218745e-8	Bacteria metatranscriptome
Prevotella melaninogenica	Factor1	7.976556974641849e-9	Bacteria metatranscriptome
Prevotella oris	Factor1	-4.23546534007911e-8	Bacteria metatranscriptome
Prevotella ruminicola	Factor1	1.579731021742893e-8	Bacteria metatranscriptome
Prevotella scopos	Factor1	3.1709811710555816e-8	Bacteria metatranscriptome
Prevotella sp. oral taxon 299	Factor1	4.2326080037387595e-8	Bacteria metatranscriptome
Prochlorococcus marinus	Factor1	-8.660126191997165e-10	Bacteria metatranscriptome
