sample	group	view	value	combi	ntotal	ptotal
GSM3056585	Control	Archaea_Blood	FALSE	missing	N=198	D=15
GSM3056586	Control	Archaea_Blood	FALSE	missing	N=198	D=15
GSM3056587	Control	Archaea_Blood	FALSE	missing	N=198	D=15
GSM3056588	Control	Archaea_Blood	FALSE	missing	N=198	D=15
GSM3056589	Control	Archaea_Blood	FALSE	missing	N=198	D=15
GSM3056590	Control	Archaea_Blood	FALSE	missing	N=198	D=15
GSM3056591	Control	Archaea_Blood	FALSE	missing	N=198	D=15
GSM3056592	Control	Archaea_Blood	FALSE	missing	N=198	D=15
GSM3056593	Control	Archaea_Blood	FALSE	missing	N=198	D=15
GSM3056594	Control	Archaea_Blood	FALSE	missing	N=198	D=15
GSM1701337	Control	Archaea_Blood	TRUE	Archaea_Blood	N=198	D=15
GSM1701338	Control	Archaea_Blood	TRUE	Archaea_Blood	N=198	D=15
GSM1701339	Control	Archaea_Blood	TRUE	Archaea_Blood	N=198	D=15
GSM1701340	Control	Archaea_Blood	TRUE	Archaea_Blood	N=198	D=15
GSM1701351	Control	Archaea_Blood	TRUE	Archaea_Blood	N=198	D=15
GSM1701352	Control	Archaea_Blood	TRUE	Archaea_Blood	N=198	D=15
GSM1701353	Control	Archaea_Blood	TRUE	Archaea_Blood	N=198	D=15
GSM1701354	Control	Archaea_Blood	TRUE	Archaea_Blood	N=198	D=15
GSM2430375	Control	Archaea_Blood	FALSE	missing	N=198	D=15
GSM2430376	Control	Archaea_Blood	FALSE	missing	N=198	D=15
GSM2430377	Control	Archaea_Blood	FALSE	missing	N=198	D=15
GSM2430378	Control	Archaea_Blood	FALSE	missing	N=198	D=15
GSM2430379	Control	Archaea_Blood	FALSE	missing	N=198	D=15
GSM2430380	Control	Archaea_Blood	FALSE	missing	N=198	D=15
GSM2430381	Control	Archaea_Blood	FALSE	missing	N=198	D=15
GSM2430382	Control	Archaea_Blood	FALSE	missing	N=198	D=15
GSM2430383	Control	Archaea_Blood	FALSE	missing	N=198	D=15
GSM2430384	Control	Archaea_Blood	FALSE	missing	N=198	D=15
GSM2430385	Control	Archaea_Blood	FALSE	missing	N=198	D=15
GSM2430386	Control	Archaea_Blood	FALSE	missing	N=198	D=15
GSM3496520	Control	Archaea_Blood	TRUE	Archaea_Blood	N=198	D=15
GSM3496521	Control	Archaea_Blood	TRUE	Archaea_Blood	N=198	D=15
GSM3496522	Control	Archaea_Blood	TRUE	Archaea_Blood	N=198	D=15
GSM3496523	Control	Archaea_Blood	TRUE	Archaea_Blood	N=198	D=15
GSM3496524	Control	Archaea_Blood	TRUE	Archaea_Blood	N=198	D=15
GSM3496525	Control	Archaea_Blood	TRUE	Archaea_Blood	N=198	D=15
GSM3496526	Control	Archaea_Blood	TRUE	Archaea_Blood	N=198	D=15
GSM3496527	Control	Archaea_Blood	TRUE	Archaea_Blood	N=198	D=15
GSM3496528	Control	Archaea_Blood	TRUE	Archaea_Blood	N=198	D=15
GSM3890958	Control	Archaea_Blood	FALSE	missing	N=198	D=15
GSM3890959	Control	Archaea_Blood	FALSE	missing	N=198	D=15
GSM3890960	Control	Archaea_Blood	FALSE	missing	N=198	D=15
GSM3890961	Control	Archaea_Blood	FALSE	missing	N=198	D=15
GSM3890962	Control	Archaea_Blood	FALSE	missing	N=198	D=15
GSM3890963	Control	Archaea_Blood	FALSE	missing	N=198	D=15
GSM3995434	Control	Archaea_Blood	FALSE	missing	N=198	D=15
GSM3995435	Control	Archaea_Blood	FALSE	missing	N=198	D=15
GSM3995436	Control	Archaea_Blood	FALSE	missing	N=198	D=15
GSM3995437	Control	Archaea_Blood	FALSE	missing	N=198	D=15
GSM3995438	Control	Archaea_Blood	FALSE	missing	N=198	D=15
GSM3995439	Control	Archaea_Blood	FALSE	missing	N=198	D=15
GSM3995440	Control	Archaea_Blood	FALSE	missing	N=198	D=15
GSM3995441	Control	Archaea_Blood	FALSE	missing	N=198	D=15
GSM4559002	Control	Archaea_Blood	TRUE	Archaea_Blood	N=198	D=15
GSM4559003	Control	Archaea_Blood	TRUE	Archaea_Blood	N=198	D=15
GSM4559004	Control	Archaea_Blood	TRUE	Archaea_Blood	N=198	D=15
GSM4559005	Control	Archaea_Blood	TRUE	Archaea_Blood	N=198	D=15
GSM4559006	Control	Archaea_Blood	TRUE	Archaea_Blood	N=198	D=15
GSM4559007	Control	Archaea_Blood	TRUE	Archaea_Blood	N=198	D=15
GSM4559008	Control	Archaea_Blood	TRUE	Archaea_Blood	N=198	D=15
GSM4559009	Control	Archaea_Blood	TRUE	Archaea_Blood	N=198	D=15
GSM4559010	Control	Archaea_Blood	TRUE	Archaea_Blood	N=198	D=15
GSM4559011	Control	Archaea_Blood	TRUE	Archaea_Blood	N=198	D=15
GSM4559012	Control	Archaea_Blood	TRUE	Archaea_Blood	N=198	D=15
GSM4559013	Control	Archaea_Blood	TRUE	Archaea_Blood	N=198	D=15
GSM5088149	Control	Archaea_Blood	FALSE	missing	N=198	D=15
GSM5088151	Control	Archaea_Blood	FALSE	missing	N=198	D=15
GSM5088153	Control	Archaea_Blood	FALSE	missing	N=198	D=15
GSM5088233	Control	Archaea_Blood	FALSE	missing	N=198	D=15
GSM5088235	Control	Archaea_Blood	FALSE	missing	N=198	D=15
GSM5088237	Control	Archaea_Blood	FALSE	missing	N=198	D=15
GSM5088295	Control	Archaea_Blood	FALSE	missing	N=198	D=15
GSM5088297	Control	Archaea_Blood	FALSE	missing	N=198	D=15
GSM5088299	Control	Archaea_Blood	FALSE	missing	N=198	D=15
GSM5088300	Control	Archaea_Blood	FALSE	missing	N=198	D=15
GSM5088302	Control	Archaea_Blood	FALSE	missing	N=198	D=15
GSM5088304	Control	Archaea_Blood	FALSE	missing	N=198	D=15
GSM5088306	Control	Archaea_Blood	FALSE	missing	N=198	D=15
GSM5088308	Control	Archaea_Blood	FALSE	missing	N=198	D=15
GSM5088310	Control	Archaea_Blood	FALSE	missing	N=198	D=15
GSM4260927	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260928	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260929	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260930	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260931	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260932	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260933	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260934	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260935	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260936	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260937	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260938	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260939	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260940	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260941	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260942	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260943	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260944	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260945	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260946	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260947	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260948	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260949	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260950	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260951	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260952	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260953	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260954	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260955	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260956	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260957	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260958	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260959	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260960	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260961	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260962	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260963	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260964	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260965	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260966	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260967	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260968	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260969	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260970	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260971	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260972	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260973	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260974	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260975	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260976	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260977	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260978	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260979	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260980	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260981	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260982	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260983	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260984	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260985	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260986	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260987	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260988	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260989	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260990	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260991	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260992	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260993	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260994	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260995	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260996	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260997	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260998	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4260999	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4261000	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4261001	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4261002	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4261003	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4261004	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4261005	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4261006	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4261007	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4261008	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4261009	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4261010	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4261011	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4261012	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4261013	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4261014	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4261015	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4261016	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4261017	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4261018	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4261019	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4261020	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4261021	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4261022	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4261023	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4261024	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4261025	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4261026	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4261027	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM4818000	IBD	Archaea_Blood	TRUE	Archaea_Blood	N=332	D=15
GSM4818001	IBD	Archaea_Blood	TRUE	Archaea_Blood	N=332	D=15
GSM4818002	IBD	Archaea_Blood	TRUE	Archaea_Blood	N=332	D=15
GSM4818003	IBD	Archaea_Blood	TRUE	Archaea_Blood	N=332	D=15
GSM4818004	IBD	Archaea_Blood	TRUE	Archaea_Blood	N=332	D=15
GSM4818005	IBD	Archaea_Blood	TRUE	Archaea_Blood	N=332	D=15
GSM4818006	IBD	Archaea_Blood	TRUE	Archaea_Blood	N=332	D=15
GSM4818007	IBD	Archaea_Blood	TRUE	Archaea_Blood	N=332	D=15
GSM4818008	IBD	Archaea_Blood	TRUE	Archaea_Blood	N=332	D=15
GSM4818009	IBD	Archaea_Blood	TRUE	Archaea_Blood	N=332	D=15
GSM4818010	IBD	Archaea_Blood	TRUE	Archaea_Blood	N=332	D=15
GSM4818011	IBD	Archaea_Blood	TRUE	Archaea_Blood	N=332	D=15
GSM4818012	IBD	Archaea_Blood	TRUE	Archaea_Blood	N=332	D=15
GSM4818013	IBD	Archaea_Blood	TRUE	Archaea_Blood	N=332	D=15
GSM4818014	IBD	Archaea_Blood	TRUE	Archaea_Blood	N=332	D=15
GSM4818015	IBD	Archaea_Blood	TRUE	Archaea_Blood	N=332	D=15
GSM4818016	IBD	Archaea_Blood	TRUE	Archaea_Blood	N=332	D=15
GSM4818017	IBD	Archaea_Blood	TRUE	Archaea_Blood	N=332	D=15
GSM4818018	IBD	Archaea_Blood	TRUE	Archaea_Blood	N=332	D=15
GSM4818019	IBD	Archaea_Blood	TRUE	Archaea_Blood	N=332	D=15
GSM4818020	IBD	Archaea_Blood	TRUE	Archaea_Blood	N=332	D=15
GSM4818021	IBD	Archaea_Blood	TRUE	Archaea_Blood	N=332	D=15
GSM4818022	IBD	Archaea_Blood	TRUE	Archaea_Blood	N=332	D=15
GSM4818023	IBD	Archaea_Blood	TRUE	Archaea_Blood	N=332	D=15
GSM3056394	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056395	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056396	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056397	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056398	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056399	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056400	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056411	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056412	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056413	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056414	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056423	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056424	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056425	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056426	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056427	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056428	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056429	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056430	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056431	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056432	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056433	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056434	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056435	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056436	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056439	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056440	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056441	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056442	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056443	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056444	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056445	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056458	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056459	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056460	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056461	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056462	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056463	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056464	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056474	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056475	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056476	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056477	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056490	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056491	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056492	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056493	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056504	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056505	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056506	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056507	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056508	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056509	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056519	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056520	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056521	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056522	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056523	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056524	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056525	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
GSM3056537	IBD	Archaea_Blood	FALSE	missing	N=332	D=15
