feature	factor	value	view
ABHD11	Factor1	2.766206500600679e-5	Human transcriptome
ABHD12	Factor1	-3.2633978013316275e-4	Human transcriptome
ABHD13	Factor1	6.989974090699182e-5	Human transcriptome
ABHD14B	Factor1	-3.266996396109633e-6	Human transcriptome
ABHD15	Factor1	6.378486210766675e-5	Human transcriptome
ABHD17A	Factor1	-6.5996642643172465e-6	Human transcriptome
ABHD17B	Factor1	8.773180799463685e-6	Human transcriptome
ABHD17C	Factor1	-2.7538127313187936e-4	Human transcriptome
ABHD18	Factor1	4.393582160308634e-5	Human transcriptome
ABHD2	Factor1	0.07623882998325314	Human transcriptome
ABHD4	Factor1	0.061397080260261035	Human transcriptome
ABHD5	Factor1	-0.0032043641543267483	Human transcriptome
ABHD6	Factor1	6.208476531328265e-6	Human transcriptome
ABHD8	Factor1	-1.82187311818231e-5	Human transcriptome
ABI1	Factor1	0.05628190473255721	Human transcriptome
ABI2	Factor1	5.17414558833666e-6	Human transcriptome
ABI3	Factor1	8.338995897214519e-7	Human transcriptome
ABI3BP	Factor1	-6.146050455721447e-4	Human transcriptome
ABL1	Factor1	0.06848629184120694	Human transcriptome
ABL2	Factor1	0.08341553238809486	Human transcriptome
ABLIM1	Factor1	0.04750560790159938	Human transcriptome
ABLIM3	Factor1	-0.0015292012402856445	Human transcriptome
ABR	Factor1	-4.085164074400631e-4	Human transcriptome
ABRACL	Factor1	-8.521608215247164e-6	Human transcriptome
ABT1	Factor1	5.856266258410152e-6	Human transcriptome
ABTB1	Factor1	-6.281173391503796e-6	Human transcriptome
ABTB2	Factor1	0.04509889460874567	Human transcriptome
AC005154.6	Factor1	1.1344041380889587e-4	Human transcriptome
AC005682.5	Factor1	9.44305885106333e-6	Human transcriptome
AC006978.6	Factor1	9.230688729155838e-6	Human transcriptome
AC009120.6	Factor1	2.0138632795681268e-5	Human transcriptome
AC009404.2	Factor1	2.1210381461138517e-5	Human transcriptome
AC009948.5	Factor1	1.1230221174919326e-5	Human transcriptome
AC013461.1	Factor1	0.04102956456760433	Human transcriptome
AC024560.3	Factor1	8.193092567041392e-5	Human transcriptome
AC025171.1	Factor1	-2.5553489501127787e-5	Human transcriptome
AC025335.1	Factor1	1.3036556307221498e-4	Human transcriptome
AC093323.3	Factor1	-9.689611331451298e-6	Human transcriptome
AC093838.4	Factor1	-1.5611552492731707e-5	Human transcriptome
AC137932.5	Factor1	-1.823964260006408e-6	Human transcriptome
AC144831.1	Factor1	2.1496139795188164e-5	Human transcriptome
ACAA1	Factor1	-1.5678462807739655e-4	Human transcriptome
ACAA2	Factor1	3.808429570929157e-5	Human transcriptome
ACACA	Factor1	0.09595651303689748	Human transcriptome
ACACB	Factor1	-3.8915700497701304e-5	Human transcriptome
ACAD10	Factor1	-5.5066074327916385e-6	Human transcriptome
ACAD8	Factor1	-4.523855367612121e-6	Human transcriptome
ACAD9	Factor1	7.370128965854731e-6	Human transcriptome
ACADM	Factor1	1.803030593110349e-5	Human transcriptome
ACADS	Factor1	-5.0013171509716304e-5	Human transcriptome
ACADSB	Factor1	-6.767726557549719e-6	Human transcriptome
ACADVL	Factor1	0.24179095390023425	Human transcriptome
ACAP1	Factor1	6.171022740519153e-6	Human transcriptome
ACAP2	Factor1	7.110746341792464e-5	Human transcriptome
ACAP3	Factor1	4.008653969529564e-5	Human transcriptome
ACAT1	Factor1	-2.810991367885274e-5	Human transcriptome
ACAT2	Factor1	0.023960659555914608	Human transcriptome
ACBD3	Factor1	0.07680083492839254	Human transcriptome
ACBD5	Factor1	5.1791148368144e-5	Human transcriptome
ACBD6	Factor1	3.259621865718932e-5	Human transcriptome
ACCS	Factor1	-1.3579890890177333e-4	Human transcriptome
ACD	Factor1	5.507959649233693e-5	Human transcriptome
ACER3	Factor1	-1.27668113835219e-5	Human transcriptome
ACIN1	Factor1	1.5497355026990504e-4	Human transcriptome
ACKR3	Factor1	5.530040147734467e-4	Human transcriptome
ACLY	Factor1	0.18267846387916029	Human transcriptome
ACO1	Factor1	-0.030589993990595025	Human transcriptome
ACO2	Factor1	0.04369876315009156	Human transcriptome
ACOT11	Factor1	4.7039752649864214e-5	Human transcriptome
ACOT13	Factor1	7.012315095113087e-5	Human transcriptome
ACOT2	Factor1	1.3151655081809837e-5	Human transcriptome
ACOT7	Factor1	0.042166364907292676	Human transcriptome
ACOT8	Factor1	2.0530047149607205e-6	Human transcriptome
ACOT9	Factor1	0.03863231303957442	Human transcriptome
ACOX1	Factor1	0.2136724538838142	Human transcriptome
ACOX2	Factor1	-2.5856477064042544e-5	Human transcriptome
ACOX3	Factor1	0.06080776867899327	Human transcriptome
ACP1	Factor1	2.4436590345874214e-6	Human transcriptome
ACP2	Factor1	1.378542179208142e-6	Human transcriptome
ACP6	Factor1	-7.316455287307557e-5	Human transcriptome
ACPP	Factor1	1.842876505677212e-4	Human transcriptome
ACSF2	Factor1	-2.9633680529478065e-5	Human transcriptome
ACSF3	Factor1	8.829881041422775e-6	Human transcriptome
ACSL1	Factor1	0.09703705801532254	Human transcriptome
ACSL3	Factor1	0.11926616063428004	Human transcriptome
ACSL4	Factor1	0.001172767263390182	Human transcriptome
ACSL5	Factor1	-3.0698488855238575e-4	Human transcriptome
ACSS1	Factor1	-4.492333842740171e-6	Human transcriptome
ACSS2	Factor1	1.6676744848030843e-5	Human transcriptome
ACTA2	Factor1	4.07077394832816e-4	Human transcriptome
ACTB	Factor1	0.006222729125041914	Human transcriptome
ACTC1	Factor1	8.77887426190588e-4	Human transcriptome
ACTG1	Factor1	0.006806121128324376	Human transcriptome
ACTG2	Factor1	-0.0011439580583300778	Human transcriptome
ACTL6A	Factor1	0.03058626961764123	Human transcriptome
ACTN1	Factor1	0.020566360064043606	Human transcriptome
ACTN4	Factor1	0.0560900642544316	Human transcriptome
ACTR10	Factor1	0.04699347901509167	Human transcriptome
ACTR1A	Factor1	0.07412228349142524	Human transcriptome
ACTR1B	Factor1	9.04328500976745e-6	Human transcriptome
ACTR2	Factor1	0.32577779213575436	Human transcriptome
ACTR3	Factor1	0.36696559109981003	Human transcriptome
ACTR5	Factor1	5.1529551508320445e-6	Human transcriptome
ACTR6	Factor1	6.8512215841189e-5	Human transcriptome
ACTR8	Factor1	6.19322846056917e-6	Human transcriptome
ACVR1	Factor1	0.03647739523470688	Human transcriptome
ACVR1B	Factor1	0.03515876007643984	Human transcriptome
ACVR2A	Factor1	0.031508070868790435	Human transcriptome
ACVR2B	Factor1	-5.9906029796936794e-5	Human transcriptome
ACYP2	Factor1	5.5820988394972465e-6	Human transcriptome
ADA	Factor1	3.9073361384949706e-5	Human transcriptome
ADAM10	Factor1	0.09892937931331416	Human transcriptome
ADAM12	Factor1	0.1949904412625527	Human transcriptome
ADAM15	Factor1	-4.048678279291044e-5	Human transcriptome
ADAM17	Factor1	3.27116666745387e-5	Human transcriptome
ADAM19	Factor1	0.21334607050354643	Human transcriptome
ADAM23	Factor1	3.3297736308992865e-5	Human transcriptome
ADAM33	Factor1	-0.0010588600151705374	Human transcriptome
ADAM8	Factor1	6.0985536583825774e-6	Human transcriptome
ADAM9	Factor1	0.0024230057689343895	Human transcriptome
ADAMTS1	Factor1	-0.004504610377744268	Human transcriptome
ADAMTS10	Factor1	0.09193976932431666	Human transcriptome
ADAMTS12	Factor1	5.6973922444391784e-5	Human transcriptome
ADAMTS14	Factor1	6.324379297388297e-5	Human transcriptome
ADAMTS15	Factor1	-2.6673701312898446e-4	Human transcriptome
ADAMTS16	Factor1	0.03967032137014636	Human transcriptome
ADAMTS2	Factor1	0.11033330508367384	Human transcriptome
ADAMTS5	Factor1	-0.0020404613577573085	Human transcriptome
ADAMTS6	Factor1	0.024227742822364458	Human transcriptome
ADAMTS7	Factor1	5.532644566181422e-5	Human transcriptome
ADAMTS8	Factor1	-3.637308558786031e-4	Human transcriptome
ADAMTSL1	Factor1	-1.3535347542688843e-4	Human transcriptome
ADAMTSL4	Factor1	-0.03557715853019897	Human transcriptome
ADAMTSL5	Factor1	2.4083160055670093e-5	Human transcriptome
ADAR	Factor1	0.1189337155670032	Human transcriptome
ADARB1	Factor1	5.1908242517822635e-5	Human transcriptome
ADAT1	Factor1	1.2987325540348546e-5	Human transcriptome
ADAT2	Factor1	-6.502103151234e-5	Human transcriptome
ADCK1	Factor1	2.2559071205531026e-5	Human transcriptome
ADCK2	Factor1	1.4084919799607298e-5	Human transcriptome
ADCK5	Factor1	1.0822579647729159e-5	Human transcriptome
ADCY10P1	Factor1	-9.164499242078334e-6	Human transcriptome
ADCY3	Factor1	-1.5950828541604925e-5	Human transcriptome
ADCY6	Factor1	1.35513736461635e-4	Human transcriptome
ADCY7	Factor1	0.05174393404559011	Human transcriptome
ADCY9	Factor1	1.143898936214554e-4	Human transcriptome
ADD1	Factor1	0.001075105015692738	Human transcriptome
ADD3	Factor1	-4.97103207035611e-4	Human transcriptome
ADGRA2	Factor1	0.23823781104145947	Human transcriptome
ADGRA3	Factor1	-7.515830479970083e-6	Human transcriptome
ADGRB2	Factor1	-5.064524823545425e-5	Human transcriptome
ADGRD1	Factor1	-4.325801906639141e-4	Human transcriptome
ADGRE2	Factor1	1.0336481059448183e-6	Human transcriptome
ADGRE5	Factor1	0.03769447954915035	Human transcriptome
ADGRF1	Factor1	-2.8089571404141026e-6	Human transcriptome
ADGRF4	Factor1	1.645233470980519e-5	Human transcriptome
ADGRG1	Factor1	3.1294194371780357e-4	Human transcriptome
ADGRG3	Factor1	1.5003985357658645e-6	Human transcriptome
ADGRG6	Factor1	3.4482678462492384e-5	Human transcriptome
ADGRL1	Factor1	-3.6643656511607306e-5	Human transcriptome
ADGRL2	Factor1	-0.0511009572337565	Human transcriptome
ADH1B	Factor1	-1.70982009628704e-4	Human transcriptome
ADH5	Factor1	-8.932492195426791e-5	Human transcriptome
ADH7	Factor1	-1.6062331815808602e-6	Human transcriptome
ADI1	Factor1	-7.940420089677373e-5	Human transcriptome
ADIPOR1	Factor1	0.11354807796967366	Human transcriptome
ADIPOR2	Factor1	0.15504760095779993	Human transcriptome
ADIRF-AS1	Factor1	-1.2032974690575439e-5	Human transcriptome
ADK	Factor1	8.741837404384726e-6	Human transcriptome
ADM	Factor1	-0.0032788692627928094	Human transcriptome
ADM2	Factor1	0.02854791348651362	Human transcriptome
ADNP	Factor1	0.0010190221073852188	Human transcriptome
ADNP2	Factor1	-1.1333201429705712e-6	Human transcriptome
ADO	Factor1	0.023206569642382133	Human transcriptome
ADORA2B	Factor1	-3.9780366479659525e-6	Human transcriptome
ADPGK	Factor1	0.04173471518555515	Human transcriptome
ADPRHL2	Factor1	0.03205144068071382	Human transcriptome
ADPRM	Factor1	1.8370022975674882e-5	Human transcriptome
ADRM1	Factor1	0.04433860500715847	Human transcriptome
ADSS	Factor1	0.036085716954117525	Human transcriptome
AEBP1	Factor1	0.18608860554516754	Human transcriptome
AEBP2	Factor1	4.2960707472778815e-5	Human transcriptome
AEN	Factor1	0.03575810775825046	Human transcriptome
AES	Factor1	0.04981540636997111	Human transcriptome
AFAP1	Factor1	0.025256765001837992	Human transcriptome
AFAP1L1	Factor1	4.8247936668411874e-5	Human transcriptome
AFAP1L2	Factor1	7.468395303811004e-6	Human transcriptome
AFDN	Factor1	0.038132750157548946	Human transcriptome
AFF1	Factor1	-0.0010746253090595736	Human transcriptome
AFF3	Factor1	0.018789890175899916	Human transcriptome
AFF4	Factor1	0.19208996465109307	Human transcriptome
AFG3L1P	Factor1	-6.289457099967935e-6	Human transcriptome
AFG3L2	Factor1	1.105308512965601e-5	Human transcriptome
AFMID	Factor1	1.1554232266462207e-6	Human transcriptome
AFTPH	Factor1	-9.321271549961581e-7	Human transcriptome
AGA	Factor1	6.947740778660772e-5	Human transcriptome
AGAP1	Factor1	1.4306800305976873e-5	Human transcriptome
AGAP3	Factor1	2.4702495193727042e-5	Human transcriptome
AGBL5	Factor1	-4.945664035360447e-6	Human transcriptome
AGFG1	Factor1	0.06415082474265979	Human transcriptome
AGFG2	Factor1	3.0036051834355095e-5	Human transcriptome
AGGF1	Factor1	6.368036302095034e-5	Human transcriptome
AGK	Factor1	4.480563032394368e-6	Human transcriptome
AGL	Factor1	-1.1035537947777573e-5	Human transcriptome
AGO1	Factor1	1.6970111934019178e-5	Human transcriptome
AGO2	Factor1	0.06764718704758242	Human transcriptome
AGO3	Factor1	0.0362083657604548	Human transcriptome
AGO4	Factor1	2.3500914231901513e-5	Human transcriptome
AGPAT1	Factor1	-7.172514470885545e-6	Human transcriptome
AGPAT2	Factor1	1.3738927857561277e-4	Human transcriptome
AGPAT3	Factor1	0.0653885577932253	Human transcriptome
AGPAT4	Factor1	4.5351754808051187e-4	Human transcriptome
AGPAT5	Factor1	9.82366350649323e-5	Human transcriptome
AGPS	Factor1	0.09218420644990204	Human transcriptome
AGRN	Factor1	0.2021319483275543	Human transcriptome
AGTPBP1	Factor1	1.1548267650537391e-4	Human transcriptome
AGTRAP	Factor1	4.95314574900644e-5	Human transcriptome
AHCTF1	Factor1	-4.382236673097677e-6	Human transcriptome
AHCY	Factor1	2.4376737438872557e-4	Human transcriptome
AHCYL1	Factor1	0.14062061012638533	Human transcriptome
AHCYL2	Factor1	-1.6349197860239578e-5	Human transcriptome
AHDC1	Factor1	0.05060500768838906	Human transcriptome
AHI1	Factor1	7.32440927981037e-6	Human transcriptome
AHNAK	Factor1	0.0052985477257199405	Human transcriptome
AHNAK2	Factor1	0.03575385105618297	Human transcriptome
AHR	Factor1	-6.076715798598694e-4	Human transcriptome
AHSA1	Factor1	0.07518509274787764	Human transcriptome
AHSA2	Factor1	-0.0016018876342269342	Human transcriptome
AHSP	Factor1	9.412477693699947e-7	Human transcriptome
AIDA	Factor1	-2.953614579992394e-7	Human transcriptome
AIF1L	Factor1	8.638931611876725e-5	Human transcriptome
AIFM1	Factor1	-4.158810651629394e-6	Human transcriptome
AIFM2	Factor1	3.9887911203158215e-5	Human transcriptome
AIG1	Factor1	-7.850786486180729e-5	Human transcriptome
AIM1	Factor1	-0.043387549833357894	Human transcriptome
AIM1L	Factor1	-1.5728736308754376e-6	Human transcriptome
AIMP1	Factor1	1.8855722331777476e-5	Human transcriptome
AIMP2	Factor1	3.479651427378781e-6	Human transcriptome
AIP	Factor1	7.924637748769432e-6	Human transcriptome
AJUBA	Factor1	0.08713407704681972	Human transcriptome
AK2	Factor1	0.07202482336726562	Human transcriptome
AK3	Factor1	-0.00231131249583506	Human transcriptome
AK4	Factor1	0.06969082398474447	Human transcriptome
AK5	Factor1	6.39206331755774e-6	Human transcriptome
AKAP1	Factor1	8.121716999833896e-6	Human transcriptome
AKAP10	Factor1	4.575989894802912e-6	Human transcriptome
AKAP11	Factor1	2.348324515808043e-4	Human transcriptome
AKAP12	Factor1	-0.02140425780235624	Human transcriptome
AKAP13	Factor1	0.11974024442019365	Human transcriptome
AKAP5	Factor1	4.0315992331013404e-6	Human transcriptome
AKAP8	Factor1	3.7427480647987873e-6	Human transcriptome
AKAP8L	Factor1	-8.076213457681161e-6	Human transcriptome
AKAP9	Factor1	0.057950436202541956	Human transcriptome
AKIP1	Factor1	9.241551317620956e-6	Human transcriptome
AKIRIN1	Factor1	0.06748366650925705	Human transcriptome
AKIRIN2	Factor1	2.099540204639209e-6	Human transcriptome
AKNA	Factor1	0.051415458315650475	Human transcriptome
AKR1A1	Factor1	0.0796316997743614	Human transcriptome
AKR1B1	Factor1	-0.029178617486322667	Human transcriptome
AKR1C1	Factor1	-0.02946753284344016	Human transcriptome
AKR1C2	Factor1	-0.001483669174339656	Human transcriptome
AKR1C3	Factor1	-1.2965755902943115e-4	Human transcriptome
AKR7A2	Factor1	1.417945765795766e-5	Human transcriptome
AKT1	Factor1	0.07240666005693784	Human transcriptome
AKT1S1	Factor1	4.841545485010468e-5	Human transcriptome
AKT2	Factor1	2.262074647529477e-4	Human transcriptome
AKT3	Factor1	0.04924636194248756	Human transcriptome
AKTIP	Factor1	0.022067337276115564	Human transcriptome
ALAD	Factor1	-5.265763473543849e-6	Human transcriptome
ALAS1	Factor1	0.037715231311551266	Human transcriptome
ALAS2	Factor1	-1.8932057855946883e-9	Human transcriptome
ALCAM	Factor1	0.034724377395703984	Human transcriptome
ALDH16A1	Factor1	-9.475416739207472e-5	Human transcriptome
ALDH18A1	Factor1	0.12230472659581457	Human transcriptome
ALDH1A1	Factor1	-3.175682350623337e-5	Human transcriptome
ALDH1A3	Factor1	-0.023138938439405725	Human transcriptome
ALDH1B1	Factor1	0.114844810183655	Human transcriptome
ALDH1L1	Factor1	-5.6278750713156744e-5	Human transcriptome
ALDH1L2	Factor1	0.13683941663833682	Human transcriptome
ALDH2	Factor1	-0.0513719807896816	Human transcriptome
ALDH3A1	Factor1	-6.7633827758837105e-6	Human transcriptome
ALDH3A2	Factor1	-0.06427612950703773	Human transcriptome
ALDH3B1	Factor1	-1.4675738970002627e-5	Human transcriptome
ALDH3B2	Factor1	-5.54111057699351e-7	Human transcriptome
ALDH4A1	Factor1	2.5712477555757787e-5	Human transcriptome
ALDH5A1	Factor1	6.008863679057413e-6	Human transcriptome
ALDH6A1	Factor1	-2.5303307987605896e-5	Human transcriptome
ALDH7A1	Factor1	-6.823687186452436e-5	Human transcriptome
ALDH9A1	Factor1	-3.9273859628246113e-4	Human transcriptome
ALDOA	Factor1	1.9090357359142642e-5	Human transcriptome
ALDOC	Factor1	6.642982851716118e-5	Human transcriptome
ALG1	Factor1	8.664604166434769e-6	Human transcriptome
ALG10B	Factor1	1.564670431032016e-5	Human transcriptome
ALG11	Factor1	9.816031773127771e-6	Human transcriptome
ALG12	Factor1	2.8328429547555268e-5	Human transcriptome
ALG13	Factor1	1.2922070640074098e-5	Human transcriptome
ALG2	Factor1	0.03649781558031096	Human transcriptome
ALG3	Factor1	0.020270654000632212	Human transcriptome
ALG5	Factor1	-3.061468199489874e-6	Human transcriptome
ALG6	Factor1	-6.84494015892173e-5	Human transcriptome
ALG8	Factor1	2.1467386048135753e-5	Human transcriptome
ALKBH1	Factor1	3.5753696689573693e-7	Human transcriptome
ALKBH2	Factor1	1.301644806980348e-5	Human transcriptome
ALKBH3	Factor1	-9.930749836570984e-7	Human transcriptome
ALKBH4	Factor1	2.1827238642573604e-5	Human transcriptome
ALKBH5	Factor1	0.05527522551723118	Human transcriptome
ALKBH7	Factor1	-2.4266392175063373e-6	Human transcriptome
ALKBH8	Factor1	-4.444702355499951e-6	Human transcriptome
ALMS1	Factor1	2.7709271546115046e-5	Human transcriptome
ALOX12	Factor1	-3.73101892395312e-5	Human transcriptome
ALOX15	Factor1	-1.458731294872529e-6	Human transcriptome
ALOX5	Factor1	7.896631563282756e-6	Human transcriptome
ALOX5AP	Factor1	2.24544391485526e-5	Human transcriptome
ALPK1	Factor1	-9.903738588217058e-6	Human transcriptome
ALPK2	Factor1	6.674947873566093e-5	Human transcriptome
ALPL	Factor1	3.0473079894278974e-6	Human transcriptome
ALS2	Factor1	3.3416951571042916e-6	Human transcriptome
ALS2CL	Factor1	-8.345049398548201e-7	Human transcriptome
ALYREF	Factor1	0.06518352656044347	Human transcriptome
AMBRA1	Factor1	7.056983865296991e-5	Human transcriptome
AMD1	Factor1	0.059273473802973084	Human transcriptome
AMDHD2	Factor1	-5.1967225687026e-5	Human transcriptome
AMER1	Factor1	-3.165801388985943e-6	Human transcriptome
AMFR	Factor1	0.0017917596211525608	Human transcriptome
AMIGO1	Factor1	-9.693549963204845e-5	Human transcriptome
AMIGO2	Factor1	0.17182269926218466	Human transcriptome
AMMECR1	Factor1	5.590992709348777e-6	Human transcriptome
AMMECR1L	Factor1	0.0293493663701589	Human transcriptome
AMOT	Factor1	-6.55362350715668e-6	Human transcriptome
AMOTL1	Factor1	0.11574795329811159	Human transcriptome
AMOTL2	Factor1	0.1054378332879334	Human transcriptome
AMPD2	Factor1	7.94724839469806e-6	Human transcriptome
AMPD3	Factor1	-1.9964419792930444e-4	Human transcriptome
AMY2B	Factor1	-3.0768320916946365e-5	Human transcriptome
AMZ2	Factor1	4.0455667044872e-5	Human transcriptome
AMZ2P1	Factor1	-5.1668477887780096e-5	Human transcriptome
ANAPC1	Factor1	7.28700118364766e-5	Human transcriptome
ANAPC11	Factor1	0.031174508426316486	Human transcriptome
ANAPC13	Factor1	1.1570417839893481e-5	Human transcriptome
ANAPC16	Factor1	1.5535290304292333e-4	Human transcriptome
ANAPC2	Factor1	3.2043824416104446e-5	Human transcriptome
ANAPC4	Factor1	4.648600219297068e-6	Human transcriptome
ANAPC5	Factor1	0.08298069959230639	Human transcriptome
ANAPC7	Factor1	0.03498701971298682	Human transcriptome
ANGEL1	Factor1	-7.483149297223743e-5	Human transcriptome
ANGEL2	Factor1	5.731956236640558e-5	Human transcriptome
ANGPT1	Factor1	-9.326604346764866e-4	Human transcriptome
ANGPTL2	Factor1	-9.054932743819327e-4	Human transcriptome
ANGPTL4	Factor1	-0.04158726532993226	Human transcriptome
ANK1	Factor1	-8.746138382399019e-6	Human transcriptome
ANK2	Factor1	-6.981687032116673e-4	Human transcriptome
ANK3	Factor1	-1.6202601272491552e-5	Human transcriptome
ANKAR	Factor1	-5.317188772117202e-6	Human transcriptome
ANKDD1A	Factor1	-6.537168649024209e-5	Human transcriptome
ANKFY1	Factor1	0.05029529168866439	Human transcriptome
ANKH	Factor1	0.15047703971085774	Human transcriptome
ANKIB1	Factor1	0.04274000120723579	Human transcriptome
ANKLE2	Factor1	0.13688903558053606	Human transcriptome
ANKMY1	Factor1	4.93915134083384e-5	Human transcriptome
ANKMY2	Factor1	7.388245859238861e-5	Human transcriptome
ANKRA2	Factor1	-3.1216116200745865e-6	Human transcriptome
ANKRD10	Factor1	-0.0010122194562469191	Human transcriptome
ANKRD11	Factor1	0.18369756102593737	Human transcriptome
ANKRD12	Factor1	0.001182909421777877	Human transcriptome
ANKRD13A	Factor1	0.09328090591214923	Human transcriptome
ANKRD13B	Factor1	-7.002582752171068e-5	Human transcriptome
ANKRD13C	Factor1	6.73642803873332e-6	Human transcriptome
ANKRD13D	Factor1	6.520482116538465e-6	Human transcriptome
ANKRD16	Factor1	-4.309419559716009e-5	Human transcriptome
ANKRD17	Factor1	0.09155833802378147	Human transcriptome
ANKRD20A11P	Factor1	-1.9092747762232775e-6	Human transcriptome
ANKRD20A5P	Factor1	-8.800573049479316e-7	Human transcriptome
ANKRD22	Factor1	1.0053023052896774e-5	Human transcriptome
ANKRD26	Factor1	1.5532639731862898e-5	Human transcriptome
ANKRD27	Factor1	0.043685256161594514	Human transcriptome
ANKRD28	Factor1	2.900672081896075e-4	Human transcriptome
ANKRD33B	Factor1	-0.025774362577147998	Human transcriptome
ANKRD35	Factor1	-1.3105402598195858e-4	Human transcriptome
ANKRD36	Factor1	7.961758544385596e-5	Human transcriptome
ANKRD36C	Factor1	3.8448258595932e-5	Human transcriptome
ANKRD37	Factor1	2.503547057978049e-4	Human transcriptome
ANKRD40	Factor1	0.027817757108311532	Human transcriptome
ANKRD42	Factor1	6.688501914680294e-6	Human transcriptome
ANKRD44	Factor1	0.04137054853465378	Human transcriptome
ANKRD46	Factor1	-3.1922254299274976e-6	Human transcriptome
ANKRD49	Factor1	-7.86128061973503e-6	Human transcriptome
ANKRD50	Factor1	1.3779015075296493e-5	Human transcriptome
ANKRD52	Factor1	0.08352674720076349	Human transcriptome
ANKRD54	Factor1	1.8064049536286333e-5	Human transcriptome
ANKRD6	Factor1	2.8739687620490516e-5	Human transcriptome
ANKRD9	Factor1	-8.893031790156758e-7	Human transcriptome
ANKS1A	Factor1	0.03434285459715654	Human transcriptome
ANKS3	Factor1	6.9072065059343035e-6	Human transcriptome
ANKS6	Factor1	1.4614348333565335e-5	Human transcriptome
ANKZF1	Factor1	1.7241468471288648e-4	Human transcriptome
ANLN	Factor1	0.0014531869117671789	Human transcriptome
ANO1	Factor1	1.2558087051140442e-4	Human transcriptome
ANO10	Factor1	2.7965686736661987e-5	Human transcriptome
ANO4	Factor1	4.3466124521852875e-6	Human transcriptome
ANO6	Factor1	0.07236663953268964	Human transcriptome
ANO8	Factor1	9.948278131818702e-5	Human transcriptome
ANOS1	Factor1	0.05091982301059888	Human transcriptome
ANP32A	Factor1	6.191776411219565e-5	Human transcriptome
ANP32B	Factor1	0.06725606016673574	Human transcriptome
ANP32E	Factor1	0.05305849253983354	Human transcriptome
ANPEP	Factor1	-0.007312567850327962	Human transcriptome
ANTXR1	Factor1	2.538928777213273e-4	Human transcriptome
ANTXR2	Factor1	-0.04179741578731691	Human transcriptome
ANXA1	Factor1	0.3397673299581815	Human transcriptome
ANXA11	Factor1	-0.009706351165745369	Human transcriptome
ANXA2	Factor1	0.037985264257482894	Human transcriptome
ANXA3	Factor1	2.8308509467479923e-4	Human transcriptome
ANXA4	Factor1	-3.475639934596678e-5	Human transcriptome
ANXA5	Factor1	0.3323325360418536	Human transcriptome
ANXA6	Factor1	0.16876690964272772	Human transcriptome
ANXA7	Factor1	0.04946743266383707	Human transcriptome
ANXA8	Factor1	3.9346213002132695e-6	Human transcriptome
ANXA9	Factor1	-1.4585512372463342e-5	Human transcriptome
AOAH	Factor1	1.0704861243783907e-5	Human transcriptome
AOC3	Factor1	0.07911752398680565	Human transcriptome
AOX1	Factor1	-2.485415810418863e-4	Human transcriptome
AP1AR	Factor1	1.724842061449879e-5	Human transcriptome
